Distrito,Lista/Pacto,Electos,Porcentaje,Votos
Talca,Válidamente emitidos,0,100.0,13661.0
Maule,Vanguardia Popular Socialista,0,0.0,0.0
Maule,Falange Nacional,0,1.59,112.0
Maule,Alianza Popular Libertadora,0,0.0,0.0
Maule,Partido Conservador,1,21.35,1500.0
Maule,Partido Liberal,1,33.06,2323.0
Maule,Partido Democrático,0,0.0,0.0
Maule,Partido Agrario,0,0.0,0.0
Maule,Frente Popular,1,38.29,2690.0
Maule,Partido Socialista,0,5.71,401.0
Maule,Partido Laborista,0,0.0,0.0
Maule,Partido Laborista Proletario,0,0.0,0.0
Maule,Partido Radical Socialista Obrero,0,0.0,0.0
Maule,Partido Regionalista de Magallanes,0,0.0,0.0
Maule,Candidatura Independiente,0,0.0,0.0
Maule,Válidamente emitidos,0,100.0,7026.0
Linares,Vanguardia Popular Socialista,0,0.0,0.0
Linares,Falange Nacional,0,3.72,449.0
Linares,Alianza Popular Libertadora,0,0.0,0.0
Linares,Partido Conservador,1,24.84,2997.0
Linares,Partido Liberal,1,14.68,1771.0
Linares,Partido Democrático,0,0.21,25.0
Linares,Partido Agrario,1,12.62,1522.0
Linares,Frente Popular,1,26.95,3252.0
Linares,Partido Socialista,0,16.98,2049.0
Linares,Partido Laborista,0,0.0,0.0
Linares,Partido Laborista Proletario,0,0.0,0.0
Linares,Partido Radical Socialista Obrero,0,0.0,0.0
Linares,Partido Regionalista de Magallanes,0,0.0,0.0
Linares,Candidatura Independiente,0,0.0,0.0
Linares,Válidamente emitidos,0,100.0,12065.0
Ñuble-1,Vanguardia Popular Socialista,0,0.0,0.0
Ñuble-1,Falange Nacional,0,1.8,127.0
Ñuble-1,Alianza Popular Libertadora,0,0.0,0.0
Ñuble-1,Partido Conservador,1,25.97,1831.0
Ñuble-1,Partido Liberal,1,15.36,1083.0
Ñuble-1,Partido Democrático,0,0.0,0.0
Ñuble-1,Partido Agrario,0,15.29,1078.0
Ñuble-1,Frente Popular,1,32.28,2276.0
Ñuble-1,Partido Socialista,0,9.3,656.0
Ñuble-1,Partido Laborista,0,0.0,0.0
Ñuble-1,Partido Laborista Proletario,0,0.0,0.0
Ñuble-1,Partido Radical Socialista Obrero,0,0.0,0.0
Ñuble-1,Partido Regionalista de Magallanes,0,0.0,0.0
Ñuble-1,Candidatura Independiente,0,0.0,0.0
Ñuble-1,Válidamente emitidos,0,100.0,7051.0
Ñuble-2,Vanguardia Popular Socialista,0,0.0,0.0
Ñuble-2,Falange Nacional,0,0.0,0.0
Ñuble-2,Alianza Popular Libertadora,0,0.0,0.0
Ñuble-2,Partido Conservador,2,29.74,4230.0
Ñuble-2,Partido Liberal,1,14.6,2077.0
Ñuble-2,Partido Democrático,0,0.0,0.0
Ñuble-2,Partido Agrario,0,0.0,0.0
Ñuble-2,Frente Popular,2,43.65,6208.0
Ñuble-2,Partido Socialista,0,12.01,1709.0
Ñuble-2,Partido Laborista,0,0.0,0.0
Ñuble-2,Partido Laborista Proletario,0,0.0,0.0
Ñuble-2,Partido Radical Socialista Obrero,0,0.0,0.0
Ñuble-2,Partido Regionalista de Magallanes,0,0.0,0.0
Ñuble-2,Candidatura Independiente,0,0.0,0.0
Ñuble-2,Válidamente emitidos,0,100.0,14224.0
Concepción,Vanguardia Popular Socialista,0,2.63,753.0
Concepción,Falange Nacional,0,1.97,566.0
Concepción,Alianza Popular Libertadora,0,0.01,4.0
Concepción,Partido Conservador,1,12.21,3500.0
Concepción,Partido Liberal,1,5.32,1524.0
Concepción,Partido Democrático,0,10.18,2919.0
Concepción,Partido Agrario,0,0.0,0.0
Concepción,Frente Popular,7,58.29,16708.0
Concepción,Partido Socialista,0,9.38,2687.0
Concepción,Partido Laborista,0,0.0,0.0
Concepción,Partido Laborista Proletario,0,0.0,0.0
Concepción,Partido Radical Socialista Obrero,0,0.0,0.0
Concepción,Partido Regionalista de Magallanes,0,0.0,0.0
Concepción,Candidatura Independiente,0,0.0,0.0
Concepción,Válidamente emitidos,0,100.0,28661.0
Arauco,Vanguardia Popular Socialista,0,0.0,0.0
Arauco,Falange Nacional,0,0.0,0.0
Arauco,Alianza Popular Libertadora,0,0.0,0.0
Arauco,Partido Conservador,0,0.0,0.0
Arauco,Partido Liberal,0,11.0,592.0
Arauco,Partido Democrático,0,0.0,0.0
Arauco,Partido Agrario,0,5.82,313.0
Arauco,Frente Popular,2,64.83,3488.0
Arauco,Partido Socialista,0,18.35,987.0
Arauco,Partido Laborista,0,0.0,0.0
Arauco,Partido Laborista Proletario,0,0.0,0.0
Arauco,Partido Radical Socialista Obrero,0,0.0,0.0
Arauco,Partido Regionalista de Magallanes,0,0.0,0.0
Arauco,Candidatura Independiente,0,0.0,0.0
Arauco,Válidamente emitidos,0,100.0,5380.0
Bío-Bío,Vanguardia Popular Socialista,0,0.0,0.0
Bío-Bío,Falange Nacional,0,2.23,274.0
Bío-Bío,Alianza Popular Libertadora,0,0.0,0.0
Bío-Bío,Partido Conservador,1,21.11,2595.0
Bío-Bío,Partido Liberal,1,19.02,2338.0
Bío-Bío,Partido Democrático,0,0.59,72.0
Bío-Bío,Partido Agrario,0,0.0,0.0
Bío-Bío,Frente Popular,2,39.900000000000006,4903.0
Bío-Bío,Partido Socialista,0,17.15,2108.0
Bío-Bío,Partido Laborista,0,0.0,0.0
Bío-Bío,Partido Laborista Proletario,0,0.0,0.0
Bío-Bío,Partido Radical Socialista Obrero,0,0.0,0.0
Bío-Bío,Partido Regionalista de Magallanes,0,0.0,0.0
Bío-Bío,Candidatura Independiente,0,0.0,0.0
Bío-Bío,Válidamente emitidos,0,100.0,12290.0
Malleco,Vanguardia Popular Socialista,0,3.41,474.0
Malleco,Falange Nacional,0,0.0,0.0
Malleco,Alianza Popular Libertadora,0,0.0,0.0
Malleco,Partido Conservador,1,11.34,1575.0
Malleco,Partido Liberal,1,26.0,3612.0
Malleco,Partido Democrático,1,7.47,1037.0
Malleco,Partido Agrario,0,0.0,0.0
Malleco,Frente Popular,3,39.620000000000005,5503.0
Malleco,Partido Socialista,0,12.16,1689.0
Malleco,Partido Laborista,0,0.0,0.0
Malleco,Partido Laborista Proletario,0,0.0,0.0
Malleco,Partido Radical Socialista Obrero,0,0.0,0.0
Malleco,Partido Regionalista de Magallanes,0,0.0,0.0
Malleco,Candidatura Independiente,0,0.0,0.0
Malleco,Válidamente emitidos,0,100.0,13890.0
Cautín,Vanguardia Popular Socialista,1,3.21,820.0
Cautín,Falange Nacional,0,2.84,726.0
Cautín,Alianza Popular Libertadora,0,0.0,0.0
Cautín,Partido Conservador,1,9.65,2467.0
Cautín,Partido Liberal,1,14.4,3683.0
Cautín,Partido Democrático,0,5.21,1333.0
Cautín,Partido Agrario,2,14.93,3817.0
Cautín,Frente Popular,4,35.61,9105.0
Cautín,Partido Socialista,1,14.16,3620.0
Cautín,Partido Laborista,0,0.0,0.0
Cautín,Partido Laborista Proletario,0,0.0,0.0
Cautín,Partido Radical Socialista Obrero,0,0.0,0.0
Cautín,Partido Regionalista de Magallanes,0,0.0,0.0
Cautín,Candidatura Independiente,0,0.0,0.0
Cautín,Válidamente emitidos,0,100.0,25571.0
Valdivia,Vanguardia Popular Socialista,0,4.72,745.0
Valdivia,Falange Nacional,0,0.0,0.0
Valdivia,Alianza Popular Libertadora,1,13.45,2121.0
Valdivia,Partido Conservador,0,3.28,517.0
Valdivia,Partido Liberal,1,13.54,2136.0
Valdivia,Partido Democrático,0,0.0,0.0
Valdivia,Partido Agrario,0,0.0,0.0
Valdivia,Frente Popular,2,38.93,6140.0
Valdivia,Partido Socialista,1,26.07,4111.0
Valdivia,Partido Laborista,0,0.0,0.0
Valdivia,Partido Laborista Proletario,0,0.0,0.0
Valdivia,Partido Radical Socialista Obrero,0,0.0,0.0
Valdivia,Partido Regionalista de Magallanes,0,0.0,0.0
Valdivia,Candidatura Independiente,0,0.0,0.0
Valdivia,Válidamente emitidos,0,100.0,15770.0
Osorno,Vanguardia Popular Socialista,0,3.73,325.0
Osorno,Falange Nacional,0,0.0,0.0
Osorno,Alianza Popular Libertadora,0,9.18,799.0
Osorno,Partido Conservador,0,10.94,952.0
Osorno,Partido Liberal,1,10.89,948.0
Osorno,Partido Democrático,0,0.0,0.0
Osorno,Partido Agrario,0,0.0,0.0
Osorno,Frente Popular,2,23.05,2006.0
Osorno,Partido Socialista,0,42.2,3672.0
Osorno,Partido Laborista,0,0.0,0.0
Osorno,Partido Laborista Proletario,0,0.0,0.0
Osorno,Partido Radical Socialista Obrero,0,0.0,0.0
Osorno,Partido Regionalista de Magallanes,0,0.0,0.0
Osorno,Candidatura Independiente,0,0.0,0.0
Osorno,Válidamente emitidos,0,100.0,8702.0
Llanquihue y Aysén,Vanguardia Popular Socialista,0,0.0,0.0
Llanquihue y Aysén,Falange Nacional,0,0.0,0.0
Llanquihue y Aysén,Alianza Popular Libertadora,0,0.0,0.0
Llanquihue y Aysén,Partido Conservador,1,30.31,3047.0
Llanquihue y Aysén,Partido Liberal,0,10.99,1105.0
Llanquihue y Aysén,Partido Democrático,0,0.0,0.0
Llanquihue y Aysén,Partido Agrario,0,0.0,0.0
Llanquihue y Aysén,Frente Popular,2,21.61,2173.0
Llanquihue y Aysén,Partido Socialista,0,37.08,3727.0
Llanquihue y Aysén,Partido Laborista,0,0.0,0.0
Llanquihue y Aysén,Partido Laborista Proletario,0,0.0,0.0
Llanquihue y Aysén,Partido Radical Socialista Obrero,0,0.0,0.0
Llanquihue y Aysén,Partido Regionalista de Magallanes,0,0.0,0.0
Llanquihue y Aysén,Candidatura Independiente,0,0.0,0.0
Llanquihue y Aysén,Válidamente emitidos,0,100.0,10052.0
Chiloé,Vanguardia Popular Socialista,0,0.0,0.0
Chiloé,Falange Nacional,0,2.67,159.0
Chiloé,Alianza Popular Libertadora,0,0.0,0.0
Chiloé,Partido Conservador,1,25.79,1537.0
Chiloé,Partido Liberal,1,17.47,1041.0
Chiloé,Partido Democrático,0,0.0,0.0
Chiloé,Partido Agrario,0,0.0,0.0
Chiloé,Frente Popular,1,39.9,2378.0
Chiloé,Partido Socialista,0,14.18,845.0
Chiloé,Partido Laborista,0,0.0,0.0
Chiloé,Partido Laborista Proletario,0,0.0,0.0
Chiloé,Partido Radical Socialista Obrero,0,0.0,0.0
Chiloé,Partido Regionalista de Magallanes,0,0.0,0.0
Chiloé,Candidatura Independiente,0,0.0,0.0
Chiloé,Válidamente emitidos,0,100.0,5960.0
Magallanes,Vanguardia Popular Socialista,0,0.0,0.0
Magallanes,Falange Nacional,0,0.0,0.0
Magallanes,Alianza Popular Libertadora,0,0.0,0.0
Magallanes,Partido Conservador,0,0.0,0.0
Magallanes,Partido Liberal,0,0.0,0.0
Magallanes,Partido Democrático,0,0.0,0.0
Magallanes,Partido Agrario,0,0.0,0.0
Magallanes,Frente Popular,0,37.7,2042.0
Magallanes,Partido Socialista,1,42.76,2316.0
Magallanes,Partido Laborista,0,0.0,0.0
Magallanes,Partido Laborista Proletario,0,0.0,0.0
Magallanes,Partido Radical Socialista Obrero,0,0.0,0.0
Magallanes,Partido Regionalista de Magallanes,0,19.53,1058.0
Magallanes,Candidatura Independiente,0,0.0,0.0
Magallanes,Válidamente emitidos,0,100.0,5416.0
