Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
21,Frente Popular,PR,3,24.69,6313.0
21,Frente Popular,PRS,0,0.09,23.0
21,Frente Popular,PST,0,0.21,54.0
21,Partido Socialista,PS,1,14.16,3620.0
21,Partido Laborista,PLa,0,0.0,0.0
21,Partido Laborista Proletario,PLPr,0,0.0,0.0
21,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
21,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
21,Candidatura Independiente,IND,0,0.0,0.0
21,Válidamente emitidos,,0,100.0,25571.0
22,Vanguardia Popular Socialista,VPS,0,4.72,745.0
22,Falange Nacional,FN,0,0.0,0.0
22,Alianza Popular Libertadora,APL,1,13.45,2121.0
22,Partido Conservador,PCon,0,3.28,517.0
22,Partido Liberal,PL,1,13.54,2136.0
22,Partido Democrático,PD,0,0.0,0.0
22,Partido Agrario,PA,0,0.0,0.0
22,Frente Popular,PDo,0,6.22,981.0
22,Frente Popular,PPN,0,8.66,1365.0
22,Frente Popular,PR,2,22.07,3481.0
22,Frente Popular,PRS,0,0.0,0.0
22,Frente Popular,PST,0,1.98,313.0
22,Partido Socialista,PS,1,26.07,4111.0
22,Partido Laborista,PLa,0,0.0,0.0
22,Partido Laborista Proletario,PLPr,0,0.0,0.0
22,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
22,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
22,Candidatura Independiente,IND,0,0.0,0.0
22,Válidamente emitidos,,0,100.0,15770.0
23,Vanguardia Popular Socialista,VPS,0,3.73,325.0
23,Falange Nacional,FN,0,0.0,0.0
23,Alianza Popular Libertadora,APL,0,9.18,799.0
23,Partido Conservador,PCon,0,10.94,952.0
23,Partido Liberal,PL,1,10.89,948.0
23,Partido Democrático,PD,0,0.0,0.0
23,Partido Agrario,PA,0,0.0,0.0
23,Frente Popular,PRS,0,0.0,0.0
23,Frente Popular,PDo,0,1.95,170.0
23,Frente Popular,PPN,0,3.29,286.0
23,Frente Popular,PR,2,16.95,1475.0
23,Frente Popular,PST,0,0.86,75.0
23,Partido Socialista,PS,0,42.2,3672.0
23,Partido Laborista,PLa,0,0.0,0.0
23,Partido Laborista Proletario,PLPr,0,0.0,0.0
23,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
23,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
23,Candidatura Independiente,IND,0,0.0,0.0
23,Válidamente emitidos,,0,100.0,8702.0
24,Vanguardia Popular Socialista,VPS,0,0.0,0.0
24,Falange Nacional,FN,0,0.0,0.0
24,Alianza Popular Libertadora,APL,0,0.0,0.0
24,Partido Conservador,PCon,1,30.31,3047.0
24,Partido Liberal,PL,0,10.99,1105.0
24,Partido Democrático,PD,0,0.0,0.0
24,Partido Agrario,PA,0,0.0,0.0
24,Frente Popular,PDo,0,1.41,142.0
24,Frente Popular,PPN,0,1.88,189.0
24,Frente Popular,PR,2,18.32,1842.0
24,Frente Popular,PRS,0,0.0,0.0
24,Frente Popular,PST,0,0.0,0.0
24,Partido Socialista,PS,0,37.08,3727.0
24,Partido Laborista,PLa,0,0.0,0.0
24,Partido Laborista Proletario,PLPr,0,0.0,0.0
24,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
24,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
24,Candidatura Independiente,IND,0,0.0,0.0
24,Válidamente emitidos,,0,100.0,10052.0
25,Vanguardia Popular Socialista,VPS,0,0.0,0.0
25,Falange Nacional,FN,0,2.67,159.0
25,Alianza Popular Libertadora,APL,0,0.0,0.0
25,Partido Conservador,PCon,1,25.79,1537.0
25,Partido Liberal,PL,1,17.47,1041.0
25,Partido Democrático,PD,0,0.0,0.0
25,Partido Agrario,PA,0,0.0,0.0
25,Frente Popular,PST,0,0.0,0.0
25,Frente Popular,PRS,0,0.0,0.0
25,Frente Popular,PR,1,37.42,2230.0
25,Frente Popular,PPN,0,0.0,0.0
25,Frente Popular,PDo,0,2.48,148.0
25,Partido Socialista,PS,0,14.18,845.0
25,Partido Laborista,PLa,0,0.0,0.0
25,Partido Laborista Proletario,PLPr,0,0.0,0.0
25,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
25,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
25,Candidatura Independiente,IND,0,0.0,0.0
25,Válidamente emitidos,,0,100.0,5960.0
26,Vanguardia Popular Socialista,VPS,0,0.0,0.0
26,Falange Nacional,FN,0,0.0,0.0
26,Alianza Popular Libertadora,APL,0,0.0,0.0
26,Partido Conservador,PCon,0,0.0,0.0
26,Partido Liberal,PL,0,0.0,0.0
26,Partido Democrático,PD,0,0.0,0.0
26,Partido Agrario,PA,0,0.0,0.0
26,Frente Popular,PDo,0,0.0,0.0
26,Frente Popular,PPN,0,0.0,0.0
26,Frente Popular,PRS,0,0.0,0.0
26,Frente Popular,PST,0,0.02,1.0
26,Frente Popular,PR,0,37.68,2041.0
26,Partido Socialista,PS,1,42.76,2316.0
26,Partido Laborista,PLa,0,0.0,0.0
26,Partido Laborista Proletario,PLPr,0,0.0,0.0
26,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
26,Partido Regionalista de Magallanes,PRM,0,19.53,1058.0
26,Candidatura Independiente,IND,0,0.0,0.0
26,Válidamente emitidos,,0,100.0,5416.0
71,Vanguardia Popular Socialista,VPS,1,5.7,3468.0
71,Falange Nacional,FN,1,6.37,3878.0
71,Alianza Popular Libertadora,APL,0,0.43,260.0
71,Partido Conservador,PCon,3,16.56,10076.0
71,Partido Liberal,PL,2,8.19,4985.0
71,Partido Democrático,PD,0,0.29,177.0
71,Partido Agrario,PA,0,0.0,0.0
71,Frente Popular,PST,0,4.38,2667.0
71,Frente Popular,PRS,1,4.44,2699.0
71,Frente Popular,PPN,1,10.83,6591.0
71,Frente Popular,PDo,2,7.66,4661.0
71,Frente Popular,PR,4,14.8,9003.0
71,Partido Socialista,PS,3,17.35,10559.0
71,Partido Laborista,PLa,0,2.15,1306.0
71,Partido Laborista Proletario,PLPr,0,0.11,64.0
71,Partido Radical Socialista Obrero,PRSO,0,0.75,456.0
71,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
71,Candidatura Independiente,IND,0,0.0,0.0
71,Válidamente emitidos,,0,100.0,60850.0
72,Vanguardia Popular Socialista,VPS,0,1.72,292.0
72,Falange Nacional,FN,0,3.52,597.0
72,Alianza Popular Libertadora,APL,0,0.0,0.0
72,Partido Conservador,PCon,2,25.03,4248.0
72,Partido Liberal,PL,0,9.95,1689.0
72,Partido Democrático,PD,0,0.0,0.0
72,Partido Agrario,PA,0,0.0,0.0
72,Frente Popular,PR,1,11.58,1965.0
72,Frente Popular,PDo,1,5.89,999.0
72,Frente Popular,PRS,0,3.94,668.0
72,Frente Popular,PST,0,7.09,1204.0
72,Frente Popular,PPN,0,11.72,1989.0
72,Partido Socialista,PS,1,18.96,3217.0
72,Partido Laborista,PLa,0,0.61,103.0
72,Partido Laborista Proletario,PLPr,0,0.0,0.0
72,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
72,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
72,Candidatura Independiente,IND,0,0.0,0.0
72,Válidamente emitidos,,0,100.0,16971.0
73,Vanguardia Popular Socialista,VPS,0,8.23,1682.0
73,Falange Nacional,FN,0,0.0,0.0
73,Alianza Popular Libertadora,APL,0,0.0,0.0
73,Partido Conservador,PCon,2,20.22,4132.0
73,Partido Liberal,PL,0,11.9,2433.0
73,Partido Democrático,PD,0,0.0,0.0
73,Partido Agrario,PA,0,0.0,0.0
73,Frente Popular,PPN,1,11.45,2340.0
73,Frente Popular,PDo,0,9.1,1859.0
73,Frente Popular,PR,1,16.94,3462.0
73,Frente Popular,PRS,0,1.07,218.0
73,Frente Popular,PST,0,1.85,378.0
73,Partido Socialista,PS,1,19.23,3930.0
73,Partido Laborista,PLa,0,0.01,3.0
73,Partido Laborista Proletario,PLPr,0,0.0,0.0
73,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
73,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
73,Candidatura Independiente,IND,0,0.0,0.0
73,Válidamente emitidos,,0,100.0,20437.0
