Distrito,Lista/Pacto,Electos,Porcentaje,Votos
Santiago-3,Válidamente emitidos,0,96.2,902204.0
Santiago-3,Blancos/Nulos,0,3.8,35646.0
Santiago-3,Total,0,100.0,937850.0
Santiago-4,Frente de Acción Popular,1,24.65,231272.0
Santiago-4,Partido Democrático,0,1.49,14019.0
Santiago-4,Democracia Agrario Laborista,0,1.32,12345.0
Santiago-4,Partido Demócrata Cristiano,4,47.29,443556.0
Santiago-4,Partido Radical,0,9.16,85941.0
Santiago-4,Derecha Tradicional,0,10.870000000000001,101874.0
Santiago-4,Acción Nacional,0,1.41,13197.0
Santiago-4,Candidatura Independiente,0,0.0,0.0
Santiago-4,Válidamente emitidos,0,96.2,902204.0
Santiago-4,Blancos/Nulos,0,3.8,35646.0
Santiago-4,Total,0,100.0,937850.0
O'Higgins,Frente de Acción Popular,2,37.51,29879.0
O'Higgins,Partido Democrático,0,0.0,0.0
O'Higgins,Democracia Agrario Laborista,0,0.0,0.0
O'Higgins,Partido Demócrata Cristiano,4,39.65,31585.0
O'Higgins,Partido Radical,0,5.87,4673.0
O'Higgins,Derecha Tradicional,0,14.06,11201.0
O'Higgins,Acción Nacional,0,0.0,0.0
O'Higgins,Candidatura Independiente,0,0.0,0.0
O'Higgins,Válidamente emitidos,0,97.08,77338.0
O'Higgins,Blancos/Nulos,0,2.92,2328.0
O'Higgins,Total,0,100.0,79666.0
Colchagua,Frente de Acción Popular,1,20.09,8054.0
Colchagua,Partido Democrático,0,0.11,44.0
Colchagua,Democracia Agrario Laborista,0,0.0,0.0
Colchagua,Partido Demócrata Cristiano,3,43.4,17399.0
Colchagua,Partido Radical,0,12.24,4907.0
Colchagua,Derecha Tradicional,0,22.07,8850.0
Colchagua,Acción Nacional,0,0.0,0.0
Colchagua,Candidatura Independiente,0,0.0,0.0
Colchagua,Válidamente emitidos,0,97.92,39254.0
Colchagua,Blancos/Nulos,0,2.08,833.0
Colchagua,Total,0,100.0,40087.0
Curicó,Frente de Acción Popular,1,23.64,6677.0
Curicó,Partido Democrático,0,0.52,147.0
Curicó,Democracia Agrario Laborista,0,0.0,0.0
Curicó,Partido Demócrata Cristiano,2,42.78,12083.0
Curicó,Partido Radical,0,16.75,4731.0
Curicó,Derecha Tradicional,0,12.68,3580.0
Curicó,Acción Nacional,0,0.0,0.0
Curicó,Candidatura Independiente,0,0.0,0.0
Curicó,Válidamente emitidos,0,96.36,27218.0
Curicó,Blancos/Nulos,0,3.64,1028.0
Curicó,Total,0,100.0,28246.0
Talca,Frente de Acción Popular,1,24.4,12569.0
Talca,Partido Democrático,0,0.25,131.0
Talca,Democracia Agrario Laborista,0,0.0,0.0
Talca,Partido Demócrata Cristiano,3,37.41,19265.0
Talca,Partido Radical,1,14.05,7234.0
Talca,Derecha Tradicional,0,20.39,10499.0
Talca,Acción Nacional,0,0.38,195.0
Talca,Candidatura Independiente,0,0.0,0.0
Talca,Válidamente emitidos,0,96.89,49893.0
Talca,Blancos/Nulos,0,3.11,1603.0
Talca,Total,0,100.0,51496.0
Maule,Frente de Acción Popular,0,20.44,4526.0
Maule,Partido Democrático,0,0.0,0.0
Maule,Democracia Agrario Laborista,0,0.0,0.0
Maule,Partido Demócrata Cristiano,1,32.56,7208.0
Maule,Partido Radical,1,20.6,4561.0
Maule,Derecha Tradicional,1,23.78,5265.0
Maule,Acción Nacional,0,0.0,0.0
Maule,Candidatura Independiente,0,0.0,0.0
Maule,Válidamente emitidos,0,97.38,21560.0
Maule,Blancos/Nulos,0,2.62,579.0
Maule,Total,0,100.0,22139.0
Linares,Frente de Acción Popular,1,23.919999999999998,10296.0
Linares,Partido Democrático,0,0.45,193.0
Linares,Democracia Agrario Laborista,0,0.17,73.0
Linares,Partido Demócrata Cristiano,2,39.85,17164.0
Linares,Partido Radical,1,16.87,7265.0
Linares,Derecha Tradicional,0,15.76,6785.0
Linares,Acción Nacional,0,0.0,0.0
Linares,Candidatura Independiente,0,0.0,0.0
Linares,Válidamente emitidos,0,97.0,41776.0
Linares,Blancos/Nulos,0,3.0,1294.0
Linares,Total,0,100.0,43070.0
Ñuble-1,Frente de Acción Popular,0,4.29,2916.0
Ñuble-1,Partido Democrático,0,0.0,0.0
Ñuble-1,Democracia Agrario Laborista,0,0.0,0.0
Ñuble-1,Partido Demócrata Cristiano,2,13.88,9439.0
Ñuble-1,Partido Radical,1,6.9,4694.0
Ñuble-1,Derecha Tradicional,0,4.15,2820.0
Ñuble-1,Acción Nacional,0,0.0,0.0
Ñuble-1,Candidatura Independiente,0,0.0,0.0
Ñuble-1,Válidamente emitidos,0,29.21,19869.0
Ñuble-1,Blancos/Nulos,0,70.79,48151.0
Ñuble-1,Total,0,100.0,68020.0
Ñuble-2,Frente de Acción Popular,0,12.4,8435.0
Ñuble-2,Partido Democrático,0,0.18,125.0
Ñuble-2,Democracia Agrario Laborista,0,0.76,515.0
Ñuble-2,Partido Demócrata Cristiano,3,30.62,20825.0
Ñuble-2,Partido Radical,2,17.69,12030.0
Ñuble-2,Derecha Tradicional,0,7.62,5182.0
Ñuble-2,Acción Nacional,0,0.0,0.0
Ñuble-2,Candidatura Independiente,0,0.0,0.0
Ñuble-2,Válidamente emitidos,0,69.26,47112.0
Ñuble-2,Blancos/Nulos,0,30.74,20908.0
Ñuble-2,Total,0,100.0,68020.0
Concepción,Frente de Acción Popular,3,37.66,59625.0
Concepción,Partido Democrático,0,0.25,395.0
Concepción,Democracia Agrario Laborista,0,0.26,414.0
Concepción,Partido Demócrata Cristiano,5,38.95,61670.0
Concepción,Partido Radical,1,15.27,24174.0
Concepción,Derecha Tradicional,0,5.96,9432.0
Concepción,Acción Nacional,0,0.0,0.0
Concepción,Candidatura Independiente,0,0.0,0.0
Concepción,Válidamente emitidos,0,98.34,155710.0
Concepción,Blancos/Nulos,0,1.66,2621.0
Concepción,Total,0,100.0,158331.0
Arauco,Frente de Acción Popular,1,47.06,9273.0
Arauco,Partido Democrático,0,0.0,0.0
Arauco,Democracia Agrario Laborista,0,0.0,0.0
Arauco,Partido Demócrata Cristiano,0,22.44,4422.0
Arauco,Partido Radical,1,29.81,5873.0
Arauco,Derecha Tradicional,0,0.0,0.0
Arauco,Acción Nacional,0,0.0,0.0
Arauco,Candidatura Independiente,0,0.0,0.0
Arauco,Válidamente emitidos,0,99.31,19568.0
Arauco,Blancos/Nulos,0,0.69,136.0
Arauco,Total,0,100.0,19704.0
Bío-Bío,Frente de Acción Popular,1,18.01,6675.0
Bío-Bío,Partido Democrático,0,2.98,1106.0
Bío-Bío,Democracia Agrario Laborista,0,2.3,854.0
Bío-Bío,Partido Demócrata Cristiano,2,34.76,12880.0
Bío-Bío,Partido Radical,1,23.76,8804.0
Bío-Bío,Derecha Tradicional,0,14.64,5426.0
Bío-Bío,Acción Nacional,0,0.0,0.0
Bío-Bío,Candidatura Independiente,0,0.0,0.0
Bío-Bío,Válidamente emitidos,0,96.47,35745.0
Bío-Bío,Blancos/Nulos,0,3.53,1308.0
Bío-Bío,Total,0,100.0,37053.0
Malleco,Frente de Acción Popular,1,11.66,4819.0
Malleco,Partido Democrático,0,1.16,479.0
Malleco,Democracia Agrario Laborista,0,3.15,1303.0
Malleco,Partido Demócrata Cristiano,2,30.72,12697.0
Malleco,Partido Radical,1,19.89,8222.0
Malleco,Derecha Tradicional,2,31.2,12895.0
Malleco,Acción Nacional,0,0.0,0.0
Malleco,Candidatura Independiente,0,0.0,0.0
Malleco,Válidamente emitidos,0,97.79,40415.0
Malleco,Blancos/Nulos,0,2.21,914.0
Malleco,Total,0,100.0,41329.0
Cautín,Frente de Acción Popular,2,21.28,18612.0
Cautín,Partido Democrático,0,0.82,717.0
Cautín,Democracia Agrario Laborista,0,4.02,3515.0
Cautín,Partido Demócrata Cristiano,5,37.2,32528.0
Cautín,Partido Radical,1,14.5,12677.0
Cautín,Derecha Tradicional,2,19.35,16920.0
Cautín,Acción Nacional,0,0.0,0.0
Cautín,Candidatura Independiente,0,0.0,0.0
Cautín,Válidamente emitidos,0,97.17,84969.0
Cautín,Blancos/Nulos,0,2.83,2475.0
Cautín,Total,0,100.0,87444.0
Valdivia,Frente de Acción Popular,1,26.790000000000003,16356.0
Valdivia,Partido Democrático,0,1.51,921.0
Valdivia,Democracia Agrario Laborista,0,4.2,2563.0
Valdivia,Partido Demócrata Cristiano,3,37.02,22598.0
Valdivia,Partido Radical,1,18.09,11042.0
Valdivia,Derecha Tradicional,0,10.33,6309.0
Valdivia,Acción Nacional,0,0.0,0.0
Valdivia,Candidatura Independiente,0,0.0,0.0
Valdivia,Válidamente emitidos,0,97.94,59789.0
Valdivia,Blancos/Nulos,0,2.06,1257.0
Valdivia,Total,0,100.0,61046.0
Osorno,Frente de Acción Popular,0,10.36,3862.0
Osorno,Partido Democrático,0,0.0,0.0
Osorno,Democracia Agrario Laborista,0,0.0,0.0
Osorno,Partido Demócrata Cristiano,2,40.77,15199.0
Osorno,Partido Radical,1,29.4,10958.0
Osorno,Derecha Tradicional,0,6.25,2331.0
Osorno,Acción Nacional,0,0.0,0.0
Osorno,Candidatura Independiente,0,11.66,4345.0
Osorno,Válidamente emitidos,0,98.44,36695.0
Osorno,Blancos/Nulos,0,1.56,581.0
Osorno,Total,0,100.0,37276.0
Llanquihue y Aysén,Frente de Acción Popular,1,19.6,9034.0
Llanquihue y Aysén,Partido Democrático,0,0.0,0.0
Llanquihue y Aysén,Democracia Agrario Laborista,0,0.0,0.0
Llanquihue y Aysén,Partido Demócrata Cristiano,2,36.67,16901.0
Llanquihue y Aysén,Partido Radical,0,11.46,5283.0
Llanquihue y Aysén,Derecha Tradicional,0,30.43,14027.0
Llanquihue y Aysén,Acción Nacional,0,0.0,0.0
Llanquihue y Aysén,Candidatura Independiente,0,0.0,0.0
Llanquihue y Aysén,Válidamente emitidos,0,98.16,45245.0
Llanquihue y Aysén,Blancos/Nulos,0,1.84,847.0
Llanquihue y Aysén,Total,0,100.0,46092.0
Chiloé,Frente de Acción Popular,0,15.5,3391.0
Chiloé,Partido Democrático,0,0.0,0.0
Chiloé,Democracia Agrario Laborista,0,0.0,0.0
Chiloé,Partido Demócrata Cristiano,1,20.41,4465.0
Chiloé,Partido Radical,1,26.92,5889.0
Chiloé,Derecha Tradicional,1,35.12,7682.0
Chiloé,Acción Nacional,0,0.0,0.0
Chiloé,Candidatura Independiente,0,0.0,0.0
Chiloé,Válidamente emitidos,0,97.96,21427.0
Chiloé,Blancos/Nulos,0,2.04,447.0
Chiloé,Total,0,100.0,21874.0
Magallanes,Frente de Acción Popular,1,53.0,14975.0
Magallanes,Partido Democrático,0,0.0,0.0
Magallanes,Democracia Agrario Laborista,0,0.0,0.0
Magallanes,Partido Demócrata Cristiano,0,0.0,0.0
Magallanes,Partido Radical,0,44.9,12686.0
Magallanes,Derecha Tradicional,0,0.0,0.0
Magallanes,Acción Nacional,0,0.0,0.0
Magallanes,Candidatura Independiente,0,0.0,0.0
Magallanes,Válidamente emitidos,0,97.9,27661.0
Magallanes,Blancos/Nulos,0,2.1,594.0
Magallanes,Total,0,100.0,28255.0
