Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D8,Dignidad Ahora,9,15932,3.03,0
D8,Frente Social Cristiano,9,51042,9.71,1
D8,Apruebo Dignidad,9,115106,21.9,2
D8,Nuevo Tiempo,0,0,0.0,0
D8,Independientes Unidos,2,9376,1.78,0
D8,Partido Progresista,4,5583,1.06,0
D8,Candidatura Independiente,1,34772,6.62,0
D8,Válidamente emitidos,0,470116,89.45,0
D8,Nulos,0,27853,5.3,0
D8,Blancos,0,27607,5.25,0
D8,Total,0,525576,100.0,0
D9,Chile Podemos +,8,57114,15.2,2
D9,Partido de la Gente,6,23362,6.22,0
D9,Partido de Trabajadores Revolucionarios,3,3735,0.99,0
D9,Nuevo Pacto Social,7,20415,5.43,0
D9,Partido Ecologista Verde,5,23932,6.37,0
D9,Unión Patriótica,6,5022,1.34,0
D9,Dignidad Ahora,8,24829,6.61,0
D9,Frente Social Cristiano,8,35745,9.51,1
D9,Apruebo Dignidad,8,122117,32.51,4
D9,Nuevo Tiempo,0,0,0.0,0
D9,Independientes Unidos,1,12624,3.36,0
D9,Partido Progresista,3,4891,1.3,0
D9,Válidamente emitidos,0,333786,88.85,0
D9,Nulos,0,21350,5.68,0
D9,Blancos,0,20548,5.47,0
D9,Total,0,375684,100.0,0
D10,Chile Podemos +,8,112738,22.79,2
D10,Partido de la Gente,9,18672,3.78,0
D10,Partido de Trabajadores Revolucionarios,7,5866,1.19,0
D10,Nuevo Pacto Social,9,48140,9.73,1
D10,Partido Ecologista Verde,5,27196,5.5,0
D10,Unión Patriótica,6,4660,0.94,0
D10,Dignidad Ahora,9,11831,2.39,0
D10,Frente Social Cristiano,9,53582,10.83,1
D10,Apruebo Dignidad,9,157550,31.85,4
D10,Nuevo Tiempo,0,0,0.0,0
D10,Independientes Unidos,6,12462,2.52,0
D10,Partido Progresista,4,4237,0.86,0
D10,Válidamente emitidos,0,456934,92.38,0
D10,Nulos,0,18397,3.72,0
D10,Blancos,0,19288,3.9,0
D10,Total,0,494619,100.0,0
D11,Chile Podemos +,7,169692,38.48,3
D11,Partido de la Gente,6,12211,2.77,0
D11,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D11,Nuevo Pacto Social,7,27768,6.3,0
D11,Partido Ecologista Verde,1,16185,3.67,0
D11,Unión Patriótica,0,0,0.0,0
D11,Dignidad Ahora,7,11392,2.58,0
D11,Frente Social Cristiano,7,87986,19.95,2
D11,Apruebo Dignidad,7,78155,17.72,1
D11,Nuevo Tiempo,0,0,0.0,0
D11,Independientes Unidos,3,7012,1.59,0
D11,Partido Progresista,2,2678,0.61,0
D11,Válidamente emitidos,0,413079,93.68,0
D11,Nulos,0,11951,2.71,0
D11,Blancos,0,15926,3.61,0
D11,Total,0,440956,100.0,0
D12,Chile Podemos +,8,84687,19.71,2
D12,Partido de la Gente,7,23037,5.36,0
D12,Partido de Trabajadores Revolucionarios,7,5253,1.22,0
D12,Nuevo Pacto Social,8,16214,3.77,0
D12,Partido Ecologista Verde,7,24852,5.79,0
D12,Unión Patriótica,7,4595,1.07,0
D12,Dignidad Ahora,8,104676,24.37,3
D12,Frente Social Cristiano,8,32808,7.64,0
D12,Apruebo Dignidad,7,84734,19.73,2
D12,Nuevo Tiempo,0,0,0.0,0
D12,Independientes Unidos,3,7773,1.81,0
D12,Partido Progresista,1,3434,0.8,0
D12,Válidamente emitidos,0,392063,91.27,0
D12,Nulos,0,19214,4.47,0
D12,Blancos,0,18295,4.26,0
D12,Total,0,429572,100.0,0
D13,Chile Podemos +,6,55071,20.26,2
D13,Partido de la Gente,6,21726,7.99,0
D13,Partido de Trabajadores Revolucionarios,6,6391,2.35,0
D13,Nuevo Pacto Social,5,26572,9.77,1
D13,Partido Ecologista Verde,6,24757,9.11,0
D13,Unión Patriótica,3,4235,1.56,0
D13,Dignidad Ahora,6,9660,3.55,0
D13,Frente Social Cristiano,0,0,0.0,0
D13,Apruebo Dignidad,6,74230,27.3,2
D13,Nuevo Tiempo,0,0,0.0,0
D13,Independientes Unidos,1,13075,4.81,0
D13,Partido Progresista,1,3860,1.42,0
D13,Válidamente emitidos,0,239577,88.12,0
D13,Nulos,0,16434,6.04,0
D13,Blancos,0,15859,5.83,0
D13,Total,0,271870,100.0,0
D14,Chile Podemos +,7,62716,17.24,1
D14,Partido de la Gente,7,25031,6.88,0
D14,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D14,Nuevo Pacto Social,6,71625,19.69,2
D14,Partido Ecologista Verde,3,15009,4.13,0
D14,Unión Patriótica,0,0,0.0,0
D14,Dignidad Ahora,7,16353,4.5,0
D14,Frente Social Cristiano,7,37636,10.35,1
D14,Apruebo Dignidad,6,82995,22.82,2
D14,Nuevo Tiempo,0,0,0.0,0
D14,Independientes Unidos,3,8986,2.47,0
D14,Partido Progresista,1,5570,1.53,0
D14,Válidamente emitidos,0,325921,89.61,0
D14,Nulos,0,18425,5.07,0
D14,Blancos,0,19377,5.33,0
D14,Total,0,363723,100.0,0
D15,Chile Podemos +,6,48843,22.51,2
D15,Partido de la Gente,5,15997,7.37,0
D15,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D15,Nuevo Pacto Social,6,72493,33.41,2
D15,Partido Ecologista Verde,3,9552,4.4,0
D15,Unión Patriótica,1,1745,0.8,0
D15,Dignidad Ahora,0,0,0.0,0
D15,Frente Social Cristiano,5,13722,6.32,0
D15,Apruebo Dignidad,6,31236,14.39,1
D15,Nuevo Tiempo,0,0,0.0,0
D15,Independientes Unidos,1,3148,1.45,0
D15,Partido Progresista,1,1859,0.86,0
D15,Válidamente emitidos,0,198595,91.52,0
D15,Nulos,0,8713,4.02,0
D15,Blancos,0,9695,4.47,0
D15,Total,0,217003,100.0,0
D16,Chile Podemos +,5,41397,27.3,2
D16,Partido de la Gente,2,8746,5.77,0
D16,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D16,Nuevo Pacto Social,4,36438,24.03,1
D16,Partido Ecologista Verde,0,0,0.0,0
D16,Unión Patriótica,1,2536,1.67,0
D16,Dignidad Ahora,0,0,0.0,0
D16,Frente Social Cristiano,5,9518,6.28,0
D16,Apruebo Dignidad,5,24876,16.4,1
D16,Nuevo Tiempo,0,0,0.0,0
D16,Independientes Unidos,3,2666,1.76,0
D16,Partido Progresista,1,932,0.61,0
D16,Candidatura Independiente,1,8318,5.48,0
D16,Válidamente emitidos,0,135427,89.29,0
D16,Nulos,0,5751,3.79,0
D16,Blancos,0,10485,6.91,0
D16,Total,0,151663,100.0,0
D17,Chile Podemos +,8,66151,23.82,3
D17,Partido de la Gente,5,20864,7.51,0
D17,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D17,Nuevo Pacto Social,8,39689,14.29,1
D17,Partido Ecologista Verde,0,0,0.0,0
D17,Unión Patriótica,0,0,0.0,0
D17,Dignidad Ahora,7,18103,6.52,0
D17,Frente Social Cristiano,8,34935,12.58,1
D17,Apruebo Dignidad,8,33059,11.91,1
D17,Nuevo Tiempo,0,0,0.0,0
D17,Independientes Unidos,4,28841,10.39,1
D17,Partido Progresista,0,0,0.0,0
D17,Válidamente emitidos,0,241642,87.02,0
D17,Nulos,0,15980,5.75,0
D17,Blancos,0,20068,7.23,0
D17,Total,0,277690,100.0,0
D18,Chile Podemos +,5,40417,30.71,2
D18,Partido de la Gente,1,5419,4.12,0
D18,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D18,Nuevo Pacto Social,5,27890,21.19,1
D18,Partido Ecologista Verde,0,0,0.0,0
D18,Unión Patriótica,0,0,0.0,0
D18,Dignidad Ahora,3,2549,1.94,0
D18,Frente Social Cristiano,3,8253,6.27,0
D18,Apruebo Dignidad,5,18208,13.84,1
D18,Nuevo Tiempo,0,0,0.0,0
D18,Independientes Unidos,3,5917,4.5,0
D18,Partido Progresista,1,937,0.71,0
D18,Candidatura Independiente,1,3470,2.64,0
D18,Candidatura Independiente,1,4855,3.69,0
D18,Válidamente emitidos,0,117915,89.61,0
D18,Nulos,0,5479,4.16,0
D18,Blancos,0,8198,6.23,0
D18,Total,0,131592,100.0,0
D19,Chile Podemos +,6,65193,33.62,3
D19,Partido de la Gente,4,15573,8.03,0
D19,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D19,Nuevo Pacto Social,6,31180,16.08,1
D19,Partido Ecologista Verde,5,11115,5.73,0
D19,Unión Patriótica,0,0,0.0,0
D19,Dignidad Ahora,3,12521,6.46,0
D19,Frente Social Cristiano,5,16925,8.73,1
D19,Apruebo Dignidad,4,12840,6.62,0
D19,Nuevo Tiempo,0,0,0.0,0
D19,Independientes Unidos,0,0,0.0,0
D19,Partido Progresista,1,2765,1.43,0
D19,Válidamente emitidos,0,168112,86.7,0
D19,Nulos,0,9497,4.9,0
D19,Blancos,0,16286,8.4,0
D19,Total,0,193895,100.0,0
D20,Chile Podemos +,9,118934,30.61,4
D20,Partido de la Gente,9,41435,10.66,1
D20,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D20,Nuevo Pacto Social,7,52815,13.59,1
D20,Partido Ecologista Verde,8,50502,13.0,1
D20,Unión Patriótica,5,7907,2.03,0
D20,Dignidad Ahora,8,14379,3.7,0
D20,Frente Social Cristiano,0,0,0.0,0
D20,Apruebo Dignidad,9,47636,12.26,1
D20,Nuevo Tiempo,0,0,0.0,0
D20,Independientes Unidos,9,12927,3.33,0
D20,Partido Progresista,0,0,0.0,0
D20,Válidamente emitidos,0,346535,89.18,0
D20,Nulos,0,20038,5.16,0
D20,Blancos,0,21998,5.66,0
D20,Total,0,388571,100.0,0
D21,Chile Podemos +,5,42667,18.43,1
D21,Partido de la Gente,5,26466,11.43,1
D21,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D21,Nuevo Pacto Social,5,45472,19.64,1
D21,Partido Ecologista Verde,4,11252,4.86,0
D21,Unión Patriótica,1,3287,1.42,0
D21,Dignidad Ahora,0,0,0.0,0
D21,Frente Social Cristiano,6,42930,18.54,1
D21,Apruebo Dignidad,6,24262,10.48,1
D21,Nuevo Tiempo,0,0,0.0,0
D21,Independientes Unidos,0,0,0.0,0
D21,Partido Progresista,0,0,0.0,0
D21,Válidamente emitidos,0,196336,84.8,0
D21,Nulos,0,13604,5.88,0
D21,Blancos,0,21601,9.33,0
D21,Total,0,231541,100.0,0
D22,Chile Podemos +,5,42348,34.18,2
D22,Partido de la Gente,3,6643,5.36,0
D22,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D22,Nuevo Pacto Social,5,22497,18.16,1
D22,Partido Ecologista Verde,1,2325,1.88,0
D22,Unión Patriótica,0,0,0.0,0
D22,Dignidad Ahora,4,8307,6.71,0
D22,Frente Social Cristiano,5,16703,13.48,1
D22,Apruebo Dignidad,5,6721,5.42,0
D22,Nuevo Tiempo,0,0,0.0,0
D22,Independientes Unidos,1,1463,1.18,0
D22,Partido Progresista,1,675,0.54,0
D22,Válidamente emitidos,0,107682,86.92,0
D22,Nulos,0,6196,5.0,0
D22,Blancos,0,10012,8.08,0
D22,Total,0,123890,100.0,0
D23,Chile Podemos +,8,79838,28.97,3
D23,Partido de la Gente,4,16352,5.93,0
D23,Partido de Trabajadores Revolucionarios,1,2682,0.97,0
D23,Nuevo Pacto Social,7,29052,10.54,1
D23,Partido Ecologista Verde,6,12016,4.36,0
D23,Unión Patriótica,0,0,0.0,0
D23,Dignidad Ahora,6,18692,6.78,0
D23,Frente Social Cristiano,8,45038,16.34,2
D23,Apruebo Dignidad,8,26942,9.78,1
D23,Nuevo Tiempo,0,0,0.0,0
D23,Independientes Unidos,7,8504,3.09,0
D23,Partido Progresista,1,1605,0.58,0
D23,Válidamente emitidos,0,240721,87.34,0
D23,Nulos,0,13736,4.98,0
D23,Blancos,0,21163,7.68,0
D23,Total,0,275620,100.0,0
D24,Chile Podemos +,6,37496,23.14,2
D24,Partido de la Gente,5,11743,7.25,0
D24,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D24,Nuevo Pacto Social,6,47723,29.45,2
D24,Partido Ecologista Verde,0,0,0.0,0
D24,Unión Patriótica,0,0,0.0,0
D24,Dignidad Ahora,6,3360,2.07,0
D24,Frente Social Cristiano,6,17877,11.03,0
D24,Apruebo Dignidad,6,25764,15.9,1
D24,Nuevo Tiempo,0,0,0.0,0
D24,Independientes Unidos,0,0,0.0,0
D24,Partido Progresista,0,0,0.0,0
D24,Válidamente emitidos,0,143963,88.85,0
D24,Nulos,0,6602,4.07,0
D24,Blancos,0,11463,7.07,0
D24,Total,0,162028,100.0,0
D25,Chile Podemos +,5,29429,19.16,1
D25,Partido de la Gente,4,10444,6.8,0
D25,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D25,Nuevo Pacto Social,5,44630,29.05,2
D25,Partido Ecologista Verde,1,6270,4.08,0
D25,Unión Patriótica,0,0,0.0,0
D25,Dignidad Ahora,0,0,0.0,0
D25,Frente Social Cristiano,5,28572,18.6,1
D25,Apruebo Dignidad,5,15769,10.26,0
D25,Nuevo Tiempo,0,0,0.0,0
D25,Independientes Unidos,3,2600,1.69,0
D25,Partido Progresista,0,0,0.0,0
D25,Válidamente emitidos,0,137714,89.64,0
D25,Nulos,0,5932,3.86,0
D25,Blancos,0,9985,6.5,0
D25,Total,0,153631,100.0,0
D26,Chile Podemos +,6,36142,20.39,2
D26,Partido de la Gente,4,15755,8.89,0
D26,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D26,Nuevo Pacto Social,5,38455,21.69,2
D26,Partido Ecologista Verde,5,10084,5.69,0
D26,Unión Patriótica,0,0,0.0,0
D26,Dignidad Ahora,0,0,0.0,0
D26,Frente Social Cristiano,6,16437,9.27,0
D26,Apruebo Dignidad,6,21420,12.08,1
D26,Nuevo Tiempo,0,0,0.0,0
D26,Independientes Unidos,5,3155,1.78,0
D26,Partido Progresista,0,0,0.0,0
D26,Candidatura Independiente,1,7585,4.28,0
D26,Válidamente emitidos,0,149033,84.07,0
D26,Nulos,0,9174,5.17,0
D26,Blancos,0,19076,10.76,0
D26,Total,0,177283,100.0,0
D27,Chile Podemos +,4,10838,26.67,1
D27,Partido de la Gente,4,1863,4.58,0
D27,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D27,Nuevo Pacto Social,4,18040,44.39,2
D27,Partido Ecologista Verde,0,0,0.0,0
D27,Unión Patriótica,0,0,0.0,0
D27,Dignidad Ahora,0,0,0.0,0
D27,Frente Social Cristiano,0,0,0.0,0
D27,Apruebo Dignidad,4,5666,13.94,0
D27,Nuevo Tiempo,0,0,0.0,0
D27,Independientes Unidos,0,0,0.0,0
D27,Partido Progresista,0,0,0.0,0
D27,Candidatura Independiente,1,1465,3.6,0
D27,Válidamente emitidos,0,37872,93.18,0
D27,Nulos,0,1197,2.95,0
D27,Blancos,0,1574,3.87,0
D27,Total,0,40643,100.0,0
D28,Chile Podemos +,4,10517,15.02,1
D28,Partido de la Gente,4,3590,5.13,0
D28,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D28,Nuevo Pacto Social,4,6140,8.77,0
D28,Partido Ecologista Verde,0,0,0.0,0
D28,Unión Patriótica,0,0,0.0,0
D28,Dignidad Ahora,2,3667,5.24,0
D28,Frente Social Cristiano,4,6003,8.57,0
D28,Apruebo Dignidad,4,8753,12.5,1
D28,Nuevo Tiempo,0,0,0.0,0
D28,Independientes Unidos,0,0,0.0,0
D28,Partido Progresista,0,0,0.0,0
D28,Candidatura Independiente,1,26338,37.62,1
D28,Válidamente emitidos,0,65008,92.86,0
D28,Nulos,0,2251,3.22,0
D28,Blancos,0,2750,3.93,0
D28,Total,0,70009,100.0,0
