Circunscripción,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
Ñuble,Nuevo Pacto Social,PS,0,0,0.0,0
Ñuble,Partido Ecologista Verde,PEV,2,9637,4.97,0
Ñuble,Unión Patriótica,UPA,0,0,0.0,0
Ñuble,Dignidad Ahora,IGUALDAD,1,5510,2.84,0
Ñuble,Dignidad Ahora,PH,0,0,0.0,0
Ñuble,Frente Social Cristiano,PCC,0,0,0.0,0
Ñuble,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
Ñuble,Apruebo Dignidad,CS,0,0,0.0,0
Ñuble,Apruebo Dignidad,COMUNES,0,0,0.0,0
Ñuble,Apruebo Dignidad,PC,1,12284,6.33,0
Ñuble,Apruebo Dignidad,FREVS,0,0,0.0,0
Ñuble,Apruebo Dignidad,RD,0,0,0.0,0
Ñuble,Independientes Unidos,PNC,0,0,0.0,0
Ñuble,Independientes Unidos,CU,0,0,0.0,0
Ñuble,Válidamente emitidos,,0,174994,90.23,0
Ñuble,Nulos,,0,7873,4.06,0
Ñuble,Blancos,,0,11067,5.71,0
Ñuble,Total,,0,193934,100.0,0
Bío-Bío,Chile Podemos +,PRI,0,0,0.0,0
Bío-Bío,Chile Podemos +,EVOPOLI,2,81465,13.14,1
Bío-Bío,Chile Podemos +,UDI,2,70365,11.35,1
Bío-Bío,Chile Podemos +,RN,0,0,0.0,0
Bío-Bío,Partido de la Gente,PDG,4,69890,11.27,0
Bío-Bío,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
Bío-Bío,Nuevo Pacto Social,PPD,0,0,0.0,0
Bío-Bío,Nuevo Pacto Social,PL,0,0,0.0,0
Bío-Bío,Nuevo Pacto Social,PDC,1,28087,4.53,0
Bío-Bío,Nuevo Pacto Social,PS,1,59271,9.56,1
Bío-Bío,Nuevo Pacto Social,PR,1,29790,4.8,0
Bío-Bío,Partido Ecologista Verde,PEV,1,40379,6.51,0
Bío-Bío,Unión Patriótica,UPA,1,6291,1.01,0
Bío-Bío,Dignidad Ahora,PH,0,0,0.0,0
Bío-Bío,Dignidad Ahora,IGUALDAD,1,10592,1.71,0
Bío-Bío,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
Bío-Bío,Frente Social Cristiano,PCC,4,65253,10.52,0
Bío-Bío,Apruebo Dignidad,PC,1,15766,2.54,0
Bío-Bío,Apruebo Dignidad,RD,1,37557,6.06,0
Bío-Bío,Apruebo Dignidad,FREVS,1,7887,1.27,0
Bío-Bío,Apruebo Dignidad,CS,1,10103,1.63,0
Bío-Bío,Apruebo Dignidad,COMUNES,0,0,0.0,0
Bío-Bío,Independientes Unidos,CU,1,16397,2.64,0
Bío-Bío,Independientes Unidos,PNC,0,0,0.0,0
Bío-Bío,Válidamente emitidos,,0,549093,88.54,0
Bío-Bío,Nulos,,0,31720,5.11,0
Bío-Bío,Blancos,,0,39332,6.34,0
Bío-Bío,Total,,0,620145,100.0,0
Los Ríos,Chile Podemos +,EVOPOLI,1,2959,1.83,0
Los Ríos,Chile Podemos +,RN,1,32364,19.99,1
Los Ríos,Chile Podemos +,UDI,1,16334,10.09,0
Los Ríos,Chile Podemos +,PRI,1,1372,0.85,0
Los Ríos,Partido de la Gente,PDG,4,11833,7.31,0
Los Ríos,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
Los Ríos,Nuevo Pacto Social,PPD,0,0,0.0,0
Los Ríos,Nuevo Pacto Social,PR,0,0,0.0,0
Los Ríos,Nuevo Pacto Social,PL,0,0,0.0,0
Los Ríos,Nuevo Pacto Social,PDC,2,23464,14.49,1
Los Ríos,Nuevo Pacto Social,PS,2,43073,26.6,1
Los Ríos,Partido Ecologista Verde,PEV,0,0,0.0,0
Los Ríos,Unión Patriótica,UPA,0,0,0.0,0
Los Ríos,Dignidad Ahora,PH,0,0,0.0,0
Los Ríos,Dignidad Ahora,IGUALDAD,0,0,0.0,0
Los Ríos,Frente Social Cristiano,PCC,0,0,0.0,0
Los Ríos,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
Los Ríos,Apruebo Dignidad,PC,0,0,0.0,0
Los Ríos,Apruebo Dignidad,FREVS,0,0,0.0,0
Los Ríos,Apruebo Dignidad,CS,1,8250,5.1,0
Los Ríos,Apruebo Dignidad,COMUNES,0,0,0.0,0
Los Ríos,Apruebo Dignidad,RD,1,5479,3.38,0
Los Ríos,Independientes Unidos,PNC,1,3525,2.18,0
Los Ríos,Independientes Unidos,CU,0,0,0.0,0
Los Ríos,Válidamente emitidos,,0,148653,91.81,0
Los Ríos,Nulos,,0,5706,3.52,0
Los Ríos,Blancos,,0,7555,4.67,0
Los Ríos,Total,,0,161914,100.0,0
Los Lagos,Chile Podemos +,RN,2,53782,16.25,1
Los Lagos,Chile Podemos +,UDI,2,54240,16.39,1
Los Lagos,Chile Podemos +,EVOPOLI,0,0,0.0,0
Los Lagos,Chile Podemos +,PRI,0,0,0.0,0
Los Lagos,Partido de la Gente,PDG,4,29113,8.8,0
Los Lagos,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
Los Lagos,Nuevo Pacto Social,PL,1,1885,0.57,0
Los Lagos,Nuevo Pacto Social,PS,2,86257,26.06,1
Los Lagos,Nuevo Pacto Social,PR,0,0,0.0,0
Los Lagos,Nuevo Pacto Social,PPD,0,0,0.0,0
Los Lagos,Nuevo Pacto Social,PDC,1,9862,2.98,0
Los Lagos,Partido Ecologista Verde,PEV,1,16606,5.02,0
Los Lagos,Unión Patriótica,UPA,0,0,0.0,0
Los Lagos,Dignidad Ahora,IGUALDAD,0,0,0.0,0
Los Lagos,Dignidad Ahora,PH,0,0,0.0,0
Los Lagos,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
Los Lagos,Frente Social Cristiano,PCC,0,0,0.0,0
Los Lagos,Apruebo Dignidad,PC,1,11830,3.57,0
Los Lagos,Apruebo Dignidad,COMUNES,1,13347,4.03,0
Los Lagos,Apruebo Dignidad,CS,0,0,0.0,0
Los Lagos,Apruebo Dignidad,RD,1,7961,2.41,0
Los Lagos,Apruebo Dignidad,FREVS,0,0,0.0,0
Los Lagos,Independientes Unidos,CU,1,7670,2.32,0
Los Lagos,Independientes Unidos,PNC,1,3620,1.09,0
Los Lagos,Válidamente emitidos,,0,296173,89.48,0
Los Lagos,Nulos,,0,13986,4.23,0
Los Lagos,Blancos,,0,20826,6.29,0
Los Lagos,Total,,0,330985,100.0,0
Magallanes,Chile Podemos +,PRI,1,5298,7.57,0
Magallanes,Chile Podemos +,EVOPOLI,0,0,0.0,0
Magallanes,Chile Podemos +,UDI,1,4057,5.8,0
Magallanes,Chile Podemos +,RN,1,9287,13.27,1
Magallanes,Partido de la Gente,PDG,2,3474,4.96,0
Magallanes,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
Magallanes,Nuevo Pacto Social,PS,1,1332,1.9,0
Magallanes,Nuevo Pacto Social,PR,0,0,0.0,0
Magallanes,Nuevo Pacto Social,PPD,0,0,0.0,0
Magallanes,Nuevo Pacto Social,PDC,1,1258,1.8,0
Magallanes,Nuevo Pacto Social,PL,0,0,0.0,0
Magallanes,Partido Ecologista Verde,PEV,0,0,0.0,0
Magallanes,Unión Patriótica,UPA,0,0,0.0,0
Magallanes,Dignidad Ahora,IGUALDAD,0,0,0.0,0
Magallanes,Dignidad Ahora,PH,1,981,1.4,0
Magallanes,Frente Social Cristiano,PCC,0,0,0.0,0
Magallanes,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
Magallanes,Apruebo Dignidad,RD,0,0,0.0,0
Magallanes,Apruebo Dignidad,CS,2,8122,11.6,0
Magallanes,Apruebo Dignidad,FREVS,0,0,0.0,0
Magallanes,Apruebo Dignidad,COMUNES,0,0,0.0,0
Magallanes,Apruebo Dignidad,PC,0,0,0.0,0
Magallanes,Independientes Unidos,PNC,0,0,0.0,0
Magallanes,Independientes Unidos,CU,0,0,0.0,0
Magallanes,Candidatura Independiente,IND,1,31218,44.59,1
Magallanes,Válidamente emitidos,,0,65027,92.89,0
Magallanes,Nulos,,0,2443,3.49,0
Magallanes,Blancos,,0,2538,3.63,0
Magallanes,Total,,0,70008,100.0,0
