Distrito,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
D5,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
D5,Nuevo Pacto Social,PR,2,2654,1.0,0
D5,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D5,Nuevo Pacto Social,PL,0,0,0.0,0
D5,Nuevo Pacto Social,PPD,2,7820,2.93,0
D5,Nuevo Pacto Social,PS,2,15028,5.64,1
D5,Nuevo Pacto Social,PDC,2,22077,8.28,1
D5,Partido Ecologista Verde,PEV,5,13140,4.93,0
D5,Unión Patriótica,UPA,0,0,0.0,0
D5,Dignidad Ahora,PH,2,3381,1.27,0
D5,Dignidad Ahora,IGUALDAD,5,6598,2.47,0
D5,Frente Social Cristiano,REPUBLICANO,6,18227,6.84,0
D5,Frente Social Cristiano,PCC,0,0,0.0,0
D5,Apruebo Dignidad,RD,0,0,0.0,0
D5,Apruebo Dignidad,PC,2,24535,9.2,2
D5,Apruebo Dignidad,CS,2,11617,4.36,0
D5,Apruebo Dignidad,FREVS,2,8714,3.27,0
D5,Apruebo Dignidad,COMUNES,2,4705,1.76,0
D5,Nuevo Tiempo,NT,0,0,0.0,0
D5,Independientes Unidos,CU,7,10650,3.99,0
D5,Independientes Unidos,PNC,0,0,0.0,0
D5,Partido Progresista,PRO,1,3962,1.49,0
D5,Válidamente emitidos,,0,236821,88.82,0
D5,Nulos,,0,12850,4.82,0
D5,Blancos,,0,16946,6.36,0
D5,Total,,0,266617,100.0,0
D6,Chile Podemos +,UDI,5,13711,3.41,0
D6,Chile Podemos +,EVOPOLI,0,0,0.0,0
D6,Chile Podemos +,PRI,0,0,0.0,0
D6,Chile Podemos +,RN,4,64529,16.05,2
D6,Partido de la Gente,PDG,9,43097,10.72,1
D6,Partido de Trabajadores Revolucionarios,PTR,1,4102,1.02,0
D6,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D6,Nuevo Pacto Social,PDC,2,14061,3.5,0
D6,Nuevo Pacto Social,PL,1,934,0.23,0
D6,Nuevo Pacto Social,PPD,2,35770,8.9,1
D6,Nuevo Pacto Social,PS,2,29374,7.31,1
D6,Nuevo Pacto Social,PR,2,1420,0.35,0
D6,Partido Ecologista Verde,PEV,0,0,0.0,0
D6,Unión Patriótica,UPA,9,7604,1.89,0
D6,Dignidad Ahora,PH,4,6304,1.57,0
D6,Dignidad Ahora,IGUALDAD,4,4500,1.12,0
D6,Frente Social Cristiano,PCC,0,0,0.0,0
D6,Frente Social Cristiano,REPUBLICANO,9,39784,9.9,1
D6,Apruebo Dignidad,RD,2,12340,3.07,0
D6,Apruebo Dignidad,PC,2,16300,4.06,0
D6,Apruebo Dignidad,FREVS,1,3212,0.8,0
D6,Apruebo Dignidad,CS,2,43166,10.74,2
D6,Apruebo Dignidad,COMUNES,1,2485,0.62,0
D6,Nuevo Tiempo,NT,0,0,0.0,0
D6,Independientes Unidos,PNC,0,0,0.0,0
D6,Independientes Unidos,CU,7,12638,3.14,0
D6,Partido Progresista,PRO,0,0,0.0,0
D6,Válidamente emitidos,,0,355331,88.4,0
D6,Nulos,,0,21922,5.45,0
D6,Blancos,,0,24718,6.15,0
D6,Total,,0,401971,100.0,0
D7,Chile Podemos +,UDI,3,20676,5.17,0
D7,Chile Podemos +,RN,3,31601,7.91,1
D7,Chile Podemos +,PRI,0,0,0.0,0
D7,Chile Podemos +,EVOPOLI,3,34409,8.61,1
D7,Partido de la Gente,PDG,9,29214,7.31,0
D7,Partido de Trabajadores Revolucionarios,PTR,6,6692,1.67,0
D7,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D7,Nuevo Pacto Social,PDC,2,8877,2.22,0
D7,Nuevo Pacto Social,PL,2,7329,1.83,0
D7,Nuevo Pacto Social,PPD,2,6854,1.72,0
D7,Nuevo Pacto Social,PR,1,26379,6.6,1
D7,Nuevo Pacto Social,PS,2,9745,2.44,1
D7,Partido Ecologista Verde,PEV,0,0,0.0,0
D7,Unión Patriótica,UPA,9,7112,1.78,0
D7,Dignidad Ahora,IGUALDAD,5,8440,2.11,0
D7,Dignidad Ahora,PH,3,5424,1.36,0
D7,Frente Social Cristiano,PCC,0,0,0.0,0
D7,Frente Social Cristiano,REPUBLICANO,9,48152,12.05,1
D7,Apruebo Dignidad,PC,2,17682,4.43,1
D7,Apruebo Dignidad,CS,2,11506,2.88,0
D7,Apruebo Dignidad,RD,2,31353,7.85,1
D7,Apruebo Dignidad,COMUNES,2,25120,6.29,1
D7,Apruebo Dignidad,FREVS,1,6002,1.5,0
D7,Nuevo Tiempo,NT,0,0,0.0,0
D7,Independientes Unidos,PNC,0,0,0.0,0
D7,Independientes Unidos,CU,4,14011,3.51,0
D7,Partido Progresista,PRO,0,0,0.0,0
D7,Válidamente emitidos,,0,356578,89.24,0
D7,Nulos,,0,21772,5.45,0
D7,Blancos,,0,21204,5.31,0
D7,Total,,0,399554,100.0,0
D8,Chile Podemos +,UDI,3,53184,10.12,2
D8,Chile Podemos +,EVOPOLI,3,13010,2.48,0
D8,Chile Podemos +,PRI,0,0,0.0,0
D8,Chile Podemos +,RN,3,20683,3.94,0
D8,Partido de la Gente,PDG,9,39270,7.47,1
D8,Partido de Trabajadores Revolucionarios,PTR,4,6013,1.14,0
D8,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D8,Nuevo Pacto Social,PL,2,12497,2.38,0
D8,Nuevo Pacto Social,PS,2,10891,2.07,0
D8,Nuevo Pacto Social,PDC,2,22226,4.23,1
D8,Nuevo Pacto Social,PR,1,1764,0.34,0
D8,Nuevo Pacto Social,PPD,2,7863,1.5,0
D8,Partido Ecologista Verde,PEV,7,43186,8.22,1
D8,Unión Patriótica,UPA,7,7718,1.47,0
D8,Dignidad Ahora,IGUALDAD,5,7376,1.4,0
D8,Dignidad Ahora,PH,4,8556,1.63,0
D8,Frente Social Cristiano,REPUBLICANO,9,51042,9.71,1
D8,Frente Social Cristiano,PCC,0,0,0.0,0
D8,Apruebo Dignidad,COMUNES,3,32571,6.2,1
D8,Apruebo Dignidad,CS,0,0,0.0,0
D8,Apruebo Dignidad,FREVS,1,2558,0.49,0
D8,Apruebo Dignidad,PC,3,62761,11.94,1
D8,Apruebo Dignidad,RD,2,17216,3.28,0
D8,Nuevo Tiempo,NT,0,0,0.0,0
D8,Independientes Unidos,PNC,0,0,0.0,0
D8,Independientes Unidos,CU,2,9376,1.78,0
D8,Partido Progresista,PRO,4,5583,1.06,0
D8,Candidatura Independiente,IND,1,34772,6.62,0
D8,Válidamente emitidos,,0,470116,89.45,0
D8,Nulos,,0,27853,5.3,0
D8,Blancos,,0,27607,5.25,0
D8,Total,,0,525576,100.0,0
D9,Chile Podemos +,EVOPOLI,0,0,0.0,0
D9,Chile Podemos +,UDI,3,13957,3.72,0
D9,Chile Podemos +,RN,3,39323,10.47,2
D9,Chile Podemos +,PRI,2,3834,1.02,0
D9,Partido de la Gente,PDG,6,23362,6.22,0
D9,Partido de Trabajadores Revolucionarios,PTR,3,3735,0.99,0
D9,Nuevo Pacto Social,PL,2,5494,1.46,0
D9,Nuevo Pacto Social,PPD,1,1611,0.43,0
D9,Nuevo Pacto Social,PS,2,7436,1.98,0
D9,Nuevo Pacto Social,PDC,2,5874,1.56,0
D9,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D9,Nuevo Pacto Social,PR,0,0,0.0,0
D9,Partido Ecologista Verde,PEV,5,23932,6.37,0
D9,Unión Patriótica,UPA,6,5022,1.34,0
D9,Dignidad Ahora,PH,4,18361,4.89,0
D9,Dignidad Ahora,IGUALDAD,4,6468,1.72,0
D9,Frente Social Cristiano,PCC,0,0,0.0,0
D9,Frente Social Cristiano,REPUBLICANO,8,35745,9.51,1
D9,Apruebo Dignidad,COMUNES,2,6063,1.61,0
D9,Apruebo Dignidad,CS,2,7427,1.98,0
D9,Apruebo Dignidad,FREVS,0,0,0.0,0
D9,Apruebo Dignidad,PC,2,86634,23.06,2
D9,Apruebo Dignidad,RD,2,21993,5.85,2
D9,Nuevo Tiempo,NT,0,0,0.0,0
D9,Independientes Unidos,PNC,0,0,0.0,0
D9,Independientes Unidos,CU,1,12624,3.36,0
D9,Partido Progresista,PRO,3,4891,1.3,0
D9,Válidamente emitidos,,0,333786,88.85,0
D9,Nulos,,0,21350,5.68,0
D9,Blancos,,0,20548,5.47,0
D9,Total,,0,375684,100.0,0
D10,Chile Podemos +,EVOPOLI,3,26327,5.32,0
D10,Chile Podemos +,RN,3,35247,7.13,1
D10,Chile Podemos +,UDI,2,51164,10.34,1
D10,Chile Podemos +,PRI,0,0,0.0,0
D10,Partido de la Gente,PDG,9,18672,3.78,0
D10,Partido de Trabajadores Revolucionarios,PTR,7,5866,1.19,0
D10,Nuevo Pacto Social,PS,2,6933,1.4,0
D10,Nuevo Pacto Social,PPD,2,20334,4.11,1
D10,Nuevo Pacto Social,PR,1,927,0.19,0
D10,Nuevo Pacto Social,PL,2,10477,2.12,0
D10,Nuevo Pacto Social,PDC,2,9469,1.91,0
D10,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D10,Partido Ecologista Verde,PEV,5,27196,5.5,0
D10,Unión Patriótica,UPA,6,4660,0.94,0
D10,Dignidad Ahora,IGUALDAD,5,5487,1.11,0
D10,Dignidad Ahora,PH,4,6344,1.28,0
D10,Frente Social Cristiano,PCC,0,0,0.0,0
D10,Frente Social Cristiano,REPUBLICANO,9,53582,10.83,1
D10,Apruebo Dignidad,CS,2,78313,15.83,2
D10,Apruebo Dignidad,RD,2,16099,3.25,0
D10,Apruebo Dignidad,COMUNES,2,35513,7.18,1
D10,Apruebo Dignidad,FREVS,1,1904,0.38,0
D10,Apruebo Dignidad,PC,2,25721,5.2,1
D10,Nuevo Tiempo,NT,0,0,0.0,0
D10,Independientes Unidos,PNC,0,0,0.0,0
D10,Independientes Unidos,CU,6,12462,2.52,0
D10,Partido Progresista,PRO,4,4237,0.86,0
D10,Válidamente emitidos,,0,456934,92.38,0
D10,Nulos,,0,18397,3.72,0
D10,Blancos,,0,19288,3.9,0
D10,Total,,0,494619,100.0,0
D11,Chile Podemos +,UDI,2,52188,11.84,1
D11,Chile Podemos +,EVOPOLI,2,60159,13.64,1
D11,Chile Podemos +,RN,3,57345,13.0,1
D11,Chile Podemos +,PRI,0,0,0.0,0
D11,Partido de la Gente,PDG,6,12211,2.77,0
D11,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
D11,Nuevo Pacto Social,CIUDADANOS,2,7654,1.74,0
D11,Nuevo Pacto Social,PPD,2,2936,0.67,0
D11,Nuevo Pacto Social,PL,1,1957,0.44,0
D11,Nuevo Pacto Social,PS,0,0,0.0,0
D11,Nuevo Pacto Social,PDC,2,15221,3.45,0
D11,Nuevo Pacto Social,PR,0,0,0.0,0
D11,Partido Ecologista Verde,PEV,1,16185,3.67,0
D11,Unión Patriótica,UPA,0,0,0.0,0
D11,Dignidad Ahora,IGUALDAD,3,4524,1.03,0
D11,Dignidad Ahora,PH,4,6868,1.56,0
D11,Frente Social Cristiano,PCC,0,0,0.0,0
D11,Frente Social Cristiano,REPUBLICANO,7,87986,19.95,2
D11,Apruebo Dignidad,RD,2,22189,5.03,0
D11,Apruebo Dignidad,PC,1,3817,0.87,0
D11,Apruebo Dignidad,FREVS,0,0,0.0,0
D11,Apruebo Dignidad,CS,2,12493,2.83,0
D11,Apruebo Dignidad,COMUNES,2,39656,8.99,1
D11,Nuevo Tiempo,NT,0,0,0.0,0
D11,Independientes Unidos,PNC,0,0,0.0,0
D11,Independientes Unidos,CU,3,7012,1.59,0
D11,Partido Progresista,PRO,2,2678,0.61,0
D11,Válidamente emitidos,,0,413079,93.68,0
D11,Nulos,,0,11951,2.71,0
D11,Blancos,,0,15926,3.61,0
D11,Total,,0,440956,100.0,0
D12,Chile Podemos +,EVOPOLI,1,1540,0.36,0
D12,Chile Podemos +,UDI,4,36407,8.48,1
D12,Chile Podemos +,RN,3,46740,10.88,1
D12,Chile Podemos +,PRI,0,0,0.0,0
D12,Partido de la Gente,PDG,7,23037,5.36,0
D12,Partido de Trabajadores Revolucionarios,PTR,7,5253,1.22,0
D12,Nuevo Pacto Social,PS,2,4885,1.14,0
D12,Nuevo Pacto Social,PPD,1,1313,0.31,0
D12,Nuevo Pacto Social,PR,1,1512,0.35,0
D12,Nuevo Pacto Social,CIUDADANOS,2,2444,0.57,0
D12,Nuevo Pacto Social,PDC,1,3288,0.77,0
D12,Nuevo Pacto Social,PL,1,2772,0.65,0
D12,Partido Ecologista Verde,PEV,7,24852,5.79,0
D12,Unión Patriótica,UPA,7,4595,1.07,0
D12,Dignidad Ahora,IGUALDAD,4,24359,5.67,0
D12,Dignidad Ahora,PH,4,80317,18.7,3
D12,Frente Social Cristiano,REPUBLICANO,8,32808,7.64,0
D12,Frente Social Cristiano,PCC,0,0,0.0,0
D12,Apruebo Dignidad,CS,2,12162,2.83,0
D12,Apruebo Dignidad,COMUNES,1,28606,6.66,1
D12,Apruebo Dignidad,FREVS,0,0,0.0,0
D12,Apruebo Dignidad,PC,3,26161,6.09,1
D12,Apruebo Dignidad,RD,1,17805,4.14,0
D12,Nuevo Tiempo,NT,0,0,0.0,0
D12,Independientes Unidos,PNC,0,0,0.0,0
D12,Independientes Unidos,CU,3,7773,1.81,0
D12,Partido Progresista,PRO,1,3434,0.8,0
D12,Válidamente emitidos,,0,392063,91.27,0
D12,Nulos,,0,19214,4.47,0
D12,Blancos,,0,18295,4.26,0
D12,Total,,0,429572,100.0,0
D13,Chile Podemos +,EVOPOLI,0,0,0.0,0
D13,Chile Podemos +,PRI,0,0,0.0,0
D13,Chile Podemos +,RN,3,25861,9.51,1
D13,Chile Podemos +,UDI,3,29210,10.74,1
D13,Partido de la Gente,PDG,6,21726,7.99,0
D13,Partido de Trabajadores Revolucionarios,PTR,6,6391,2.35,0
D13,Nuevo Pacto Social,PPD,1,4385,1.61,0
D13,Nuevo Pacto Social,CIUDADANOS,1,2383,0.88,0
D13,Nuevo Pacto Social,PL,1,3070,1.13,0
D13,Nuevo Pacto Social,PDC,1,4718,1.74,0
D13,Nuevo Pacto Social,PR,0,0,0.0,0
D13,Nuevo Pacto Social,PS,1,12016,4.42,1
D13,Partido Ecologista Verde,PEV,6,24757,9.11,0
D13,Unión Patriótica,UPA,3,4235,1.56,0
D13,Dignidad Ahora,IGUALDAD,4,8237,3.03,0
D13,Dignidad Ahora,PH,2,1423,0.52,0
D13,Frente Social Cristiano,REPUBLICANO,0,0,0.0,0
D13,Frente Social Cristiano,PCC,0,0,0.0,0
D13,Apruebo Dignidad,COMUNES,1,6244,2.3,0
D13,Apruebo Dignidad,CS,2,36932,13.58,1
D13,Apruebo Dignidad,FREVS,1,2744,1.01,0
D13,Apruebo Dignidad,PC,2,28310,10.41,1
D13,Apruebo Dignidad,RD,0,0,0.0,0
D13,Nuevo Tiempo,NT,0,0,0.0,0
D13,Independientes Unidos,CU,1,13075,4.81,0
D13,Independientes Unidos,PNC,0,0,0.0,0
D13,Partido Progresista,PRO,1,3860,1.42,0
D13,Válidamente emitidos,,0,239577,88.12,0
D13,Nulos,,0,16434,6.04,0
D13,Blancos,,0,15859,5.83,0
D13,Total,,0,271870,100.0,0
D14,Chile Podemos +,UDI,4,41667,11.46,1
D14,Chile Podemos +,RN,3,21049,5.79,0
D14,Chile Podemos +,PRI,0,0,0.0,0
D14,Chile Podemos +,EVOPOLI,0,0,0.0,0
D14,Partido de la Gente,PDG,7,25031,6.88,0
D14,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
D14,Nuevo Pacto Social,PDC,2,7187,1.98,0
D14,Nuevo Pacto Social,PL,0,0,0.0,0
D14,Nuevo Pacto Social,PPD,0,0,0.0,0
D14,Nuevo Pacto Social,PR,2,2659,0.73,0
D14,Nuevo Pacto Social,PS,2,61779,16.99,2
D14,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D14,Partido Ecologista Verde,PEV,3,15009,4.13,0
D14,Unión Patriótica,UPA,0,0,0.0,0
D14,Dignidad Ahora,PH,3,2433,0.67,0
D14,Dignidad Ahora,IGUALDAD,4,13920,3.83,0
D14,Frente Social Cristiano,PCC,0,0,0.0,0
D14,Frente Social Cristiano,REPUBLICANO,7,37636,10.35,1
D14,Apruebo Dignidad,FREVS,0,0,0.0,0
D14,Apruebo Dignidad,COMUNES,1,12387,3.41,1
D14,Apruebo Dignidad,CS,2,9044,2.49,0
D14,Apruebo Dignidad,PC,1,55932,15.38,1
D14,Apruebo Dignidad,RD,2,5632,1.55,0
D14,Nuevo Tiempo,NT,0,0,0.0,0
D14,Independientes Unidos,CU,3,8986,2.47,0
D14,Independientes Unidos,PNC,0,0,0.0,0
D14,Partido Progresista,PRO,1,5570,1.53,0
D14,Válidamente emitidos,,0,325921,89.61,0
D14,Nulos,,0,18425,5.07,0
D14,Blancos,,0,19377,5.33,0
D14,Total,,0,363723,100.0,0
D15,Chile Podemos +,RN,3,23048,10.62,1
D15,Chile Podemos +,PRI,0,0,0.0,0
D15,Chile Podemos +,EVOPOLI,0,0,0.0,0
D15,Chile Podemos +,UDI,3,25795,11.89,1
D15,Partido de la Gente,PDG,5,15997,7.37,0
D15,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
D15,Nuevo Pacto Social,PR,1,2708,1.25,0
D15,Nuevo Pacto Social,PPD,2,57311,26.41,2
D15,Nuevo Pacto Social,PL,0,0,0.0,0
D15,Nuevo Pacto Social,PDC,1,2142,0.99,0
D15,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D15,Nuevo Pacto Social,PS,2,10332,4.76,0
D15,Partido Ecologista Verde,PEV,3,9552,4.4,0
D15,Unión Patriótica,UPA,1,1745,0.8,0
D15,Dignidad Ahora,IGUALDAD,0,0,0.0,0
D15,Dignidad Ahora,PH,0,0,0.0,0
D15,Frente Social Cristiano,PCC,0,0,0.0,0
D15,Frente Social Cristiano,REPUBLICANO,5,13722,6.32,0
D15,Apruebo Dignidad,COMUNES,1,663,0.31,0
D15,Apruebo Dignidad,CS,2,14159,6.52,1
D15,Apruebo Dignidad,FREVS,2,11191,5.16,0
D15,Apruebo Dignidad,PC,1,5223,2.41,0
D15,Apruebo Dignidad,RD,0,0,0.0,0
D15,Nuevo Tiempo,NT,0,0,0.0,0
D15,Independientes Unidos,PNC,0,0,0.0,0
D15,Independientes Unidos,CU,1,3148,1.45,0
D15,Partido Progresista,PRO,1,1859,0.86,0
D15,Válidamente emitidos,,0,198595,91.52,0
D15,Nulos,,0,8713,4.02,0
D15,Blancos,,0,9695,4.47,0
D15,Total,,0,217003,100.0,0
D16,Chile Podemos +,EVOPOLI,0,0,0.0,0
D16,Chile Podemos +,PRI,0,0,0.0,0
D16,Chile Podemos +,RN,2,23982,15.81,1
D16,Chile Podemos +,UDI,3,17415,11.48,1
D16,Partido de la Gente,PDG,2,8746,5.77,0
D16,Partido de Trabajadores Revolucionarios,PTR,0,0,0.0,0
D16,Nuevo Pacto Social,CIUDADANOS,0,0,0.0,0
D16,Nuevo Pacto Social,PDC,1,7095,4.68,0
D16,Nuevo Pacto Social,PL,0,0,0.0,0
D16,Nuevo Pacto Social,PPD,1,4359,2.87,0
D16,Nuevo Pacto Social,PR,1,13489,8.89,1
D16,Nuevo Pacto Social,PS,1,11495,7.58,0
D16,Partido Ecologista Verde,PEV,0,0,0.0,0
D16,Unión Patriótica,UPA,1,2536,1.67,0
D16,Dignidad Ahora,IGUALDAD,0,0,0.0,0
D16,Dignidad Ahora,PH,0,0,0.0,0
D16,Frente Social Cristiano,PCC,0,0,0.0,0
D16,Frente Social Cristiano,REPUBLICANO,5,9518,6.28,0
D16,Apruebo Dignidad,FREVS,2,14717,9.7,1
D16,Apruebo Dignidad,COMUNES,1,1566,1.03,0
D16,Apruebo Dignidad,RD,0,0,0.0,0
D16,Apruebo Dignidad,CS,0,0,0.0,0
D16,Apruebo Dignidad,PC,2,8593,5.67,0
D16,Nuevo Tiempo,NT,0,0,0.0,0
D16,Independientes Unidos,PNC,0,0,0.0,0
D16,Independientes Unidos,CU,3,2666,1.76,0
D16,Partido Progresista,PRO,1,932,0.61,0
D16,Candidatura Independiente,IND,1,8318,5.48,0
D16,Válidamente emitidos,,0,135427,89.29,0
D16,Nulos,,0,5751,3.79,0
D16,Blancos,,0,10485,6.91,0
D16,Total,,0,151663,100.0,0
D17,Chile Podemos +,PRI,0,0,0.0,0
D17,Chile Podemos +,EVOPOLI,2,17973,6.47,1
