Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D5,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D5,Frente Amplio,8,21665,8.43,0
D5,Sumemos,7,13856,5.39,0
D5,Coalición Regionalista Verde,3,24392,9.49,1
D5,Unión Patriótica,0,0,0.0,0
D5,La Fuerza de la Mayoría,8,62909,24.48,2
D5,Convergencia Democrática,7,36402,14.17,1
D5,Chile Vamos,8,66037,25.7,3
D5,Candidatura Independiente,1,5502,2.14,0
D5,Válidamente emitidos,0,231946,90.26,0
D5,Nulos,0,10426,4.06,0
D5,Blancos,0,14606,5.68,0
D5,Total,0,256978,100.0,0
D6,Por Todo Chile,5,12754,3.5,0
D6,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D6,Frente Amplio,9,52771,14.48,1
D6,Sumemos,8,12270,3.37,0
D6,Coalición Regionalista Verde,0,0,0.0,0
D6,Unión Patriótica,5,6122,1.68,0
D6,La Fuerza de la Mayoría,9,76371,20.96,2
D6,Convergencia Democrática,5,34311,9.42,1
D6,Chile Vamos,9,123235,33.82,4
D6,Válidamente emitidos,0,317834,87.23,0
D6,Nulos,0,20787,5.7,0
D6,Blancos,0,25759,7.07,0
D6,Total,0,364380,100.0,0
D7,Por Todo Chile,6,8818,2.45,0
D7,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D7,Frente Amplio,9,80201,22.27,2
D7,Sumemos,9,9477,2.63,0
D7,Coalición Regionalista Verde,0,0,0.0,0
D7,Unión Patriótica,9,6131,1.7,0
D7,La Fuerza de la Mayoría,9,63604,17.66,2
D7,Convergencia Democrática,6,33824,9.39,1
D7,Chile Vamos,9,120025,33.32,3
D7,Válidamente emitidos,0,322080,89.42,0
D7,Nulos,0,18369,5.1,0
D7,Blancos,0,19720,5.48,0
D7,Total,0,360169,100.0,0
D8,Por Todo Chile,9,19912,4.12,0
D8,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D8,Frente Amplio,9,95195,19.72,2
D8,Sumemos,0,0,0.0,0
D8,Coalición Regionalista Verde,0,0,0.0,0
D8,Unión Patriótica,9,9592,1.99,0
D8,La Fuerza de la Mayoría,8,88137,18.26,2
D8,Convergencia Democrática,5,46479,9.63,1
D8,Chile Vamos,9,164734,34.12,3
D8,Válidamente emitidos,0,424049,87.84,0
D8,Nulos,0,31516,6.53,0
D8,Blancos,0,27185,5.63,0
D8,Total,0,482750,100.0,0
D9,Por Todo Chile,6,11397,3.02,0
D9,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D9,Frente Amplio,8,53800,14.24,1
D9,Sumemos,0,0,0.0,0
D9,Coalición Regionalista Verde,0,0,0.0,0
D9,Unión Patriótica,4,5218,1.38,0
D9,La Fuerza de la Mayoría,8,105826,28.01,3
D9,Convergencia Democrática,4,28223,7.47,0
D9,Chile Vamos,8,117406,31.08,3
D9,Candidatura Independiente,1,14906,3.95,0
D9,Válidamente emitidos,0,336776,89.15,0
D9,Nulos,0,21590,5.72,0
D9,Blancos,0,19407,5.14,0
D9,Total,0,377773,100.0,0
D10,Por Todo Chile,7,7818,1.67,0
D10,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D10,Frente Amplio,9,152390,32.5,3
D10,Sumemos,0,0,0.0,0
D10,Coalición Regionalista Verde,0,0,0.0,0
D10,Unión Patriótica,6,3357,0.72,0
D10,La Fuerza de la Mayoría,8,63935,13.63,1
D10,Convergencia Democrática,6,33509,7.15,0
D10,Chile Vamos,9,168105,35.85,4
D10,Candidatura Independiente,1,7355,1.57,0
D10,Válidamente emitidos,0,436469,93.08,0
D10,Nulos,0,17352,3.7,0
D10,Blancos,0,15094,3.22,0
D10,Total,0,468915,100.0,0
D11,Por Todo Chile,7,6745,1.66,0
D11,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D11,Frente Amplio,7,63942,15.7,1
D11,Sumemos,0,0,0.0,0
D11,Coalición Regionalista Verde,0,0,0.0,0
D11,Unión Patriótica,4,2590,0.64,0
D11,La Fuerza de la Mayoría,7,41036,10.08,0
D11,Convergencia Democrática,5,24854,6.1,0
D11,Chile Vamos,7,237460,58.3,5
D11,Válidamente emitidos,0,376627,92.47,0
D11,Nulos,0,14721,3.61,0
D11,Blancos,0,15935,3.91,0
D11,Total,0,407283,100.0,0
D12,Por Todo Chile,7,14216,3.67,0
D12,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D12,Frente Amplio,8,95767,24.71,2
D12,Sumemos,0,0,0.0,0
D12,Coalición Regionalista Verde,0,0,0.0,0
D12,Unión Patriótica,4,4470,1.15,0
D12,La Fuerza de la Mayoría,8,80778,20.85,2
D12,Convergencia Democrática,2,11455,2.96,0
D12,Chile Vamos,8,131894,34.04,3
D12,Candidatura Independiente,1,10222,2.64,0
D12,Válidamente emitidos,0,348802,90.01,0
D12,Nulos,0,20181,5.21,0
D12,Blancos,0,18534,4.78,0
D12,Total,0,387517,100.0,0
D13,Por Todo Chile,6,12347,4.46,0
D13,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D13,Frente Amplio,6,48781,17.61,1
D13,Sumemos,0,0,0.0,0
D13,Coalición Regionalista Verde,0,0,0.0,0
D13,Unión Patriótica,4,4778,1.73,0
D13,La Fuerza de la Mayoría,6,83087,30.0,2
D13,Convergencia Democrática,5,20069,7.25,0
D13,Chile Vamos,6,75963,27.43,2
D13,Válidamente emitidos,0,245025,88.47,0
D13,Nulos,0,17538,6.33,0
D13,Blancos,0,14402,5.2,0
D13,Total,0,276965,100.0,0
D14,Por Todo Chile,7,44154,13.14,1
D14,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D14,Frente Amplio,7,36661,10.91,1
D14,Sumemos,0,0,0.0,0
D14,Coalición Regionalista Verde,0,0,0.0,0
D14,Unión Patriótica,5,4603,1.37,0
D14,La Fuerza de la Mayoría,6,89421,26.61,2
D14,Convergencia Democrática,3,22926,6.82,0
D14,Chile Vamos,7,105579,31.42,2
D14,Válidamente emitidos,0,303344,90.26,0
D14,Nulos,0,16294,4.85,0
D14,Blancos,0,16423,4.89,0
D14,Total,0,336061,100.0,0
D15,Por Todo Chile,6,6607,3.24,0
D15,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D15,Frente Amplio,5,15662,7.68,0
D15,Sumemos,0,0,0.0,0
D15,Coalición Regionalista Verde,4,5347,2.62,0
D15,Unión Patriótica,5,3149,1.54,0
D15,La Fuerza de la Mayoría,5,46480,22.8,1
D15,Convergencia Democrática,6,26138,12.82,1
D15,Chile Vamos,6,77012,37.78,3
D15,Válidamente emitidos,0,180395,88.5,0
D15,Nulos,0,11517,5.65,0
D15,Blancos,0,11932,5.85,0
D15,Total,0,203844,100.0,0
D16,Por Todo Chile,2,1271,0.85,0
D16,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D16,Frente Amplio,5,7583,5.06,0
D16,Sumemos,0,0,0.0,0
D16,Coalición Regionalista Verde,4,35008,23.36,1
D16,Unión Patriótica,1,1058,0.71,0
D16,La Fuerza de la Mayoría,5,28723,19.17,1
D16,Convergencia Democrática,5,14635,9.77,0
D16,Chile Vamos,5,44165,29.47,2
D16,Candidatura Independiente,1,4887,3.26,0
D16,Válidamente emitidos,0,137330,91.65,0
D16,Nulos,0,4698,3.14,0
D16,Blancos,0,7813,5.21,0
D16,Total,0,149841,100.0,0
D17,Por Todo Chile,6,10916,3.99,0
D17,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D17,Frente Amplio,8,25702,9.38,1
D17,Sumemos,5,8926,3.26,0
D17,Coalición Regionalista Verde,0,0,0.0,0
D17,Unión Patriótica,0,0,0.0,0
D17,La Fuerza de la Mayoría,7,50817,18.55,1
D17,Convergencia Democrática,5,36123,13.19,1
D17,Chile Vamos,8,111857,40.84,4
D17,Válidamente emitidos,0,244341,89.21,0
D17,Nulos,0,12256,4.47,0
D17,Blancos,0,17295,6.31,0
D17,Total,0,273892,100.0,0
D18,Por Todo Chile,5,4003,2.95,0
D18,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D18,Frente Amplio,4,7441,5.47,0
D18,Sumemos,3,4733,3.48,0
D18,Coalición Regionalista Verde,0,0,0.0,0
D18,Unión Patriótica,0,0,0.0,0
D18,La Fuerza de la Mayoría,5,26247,19.31,1
D18,Convergencia Democrática,3,30286,22.28,1
D18,Chile Vamos,4,47876,35.23,2
D18,Válidamente emitidos,0,120586,88.72,0
D18,Nulos,0,5971,4.39,0
D18,Blancos,0,9355,6.88,0
D18,Total,0,135912,100.0,0
D19,Por Todo Chile,4,16271,7.51,0
D19,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D19,Frente Amplio,5,12743,5.88,0
D19,Sumemos,4,4943,2.28,0
D19,Coalición Regionalista Verde,0,0,0.0,0
D19,Unión Patriótica,0,0,0.0,0
D19,La Fuerza de la Mayoría,6,53153,24.54,2
D19,Convergencia Democrática,4,33677,15.55,1
D19,Chile Vamos,6,72992,33.7,2
D19,Válidamente emitidos,0,193779,89.48,0
D19,Nulos,0,9488,4.38,0
D19,Blancos,0,13299,6.14,0
D19,Total,0,216566,100.0,0
D20,Por Todo Chile,9,13129,3.48,0
D20,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D20,Frente Amplio,9,53131,14.07,1
D20,Sumemos,4,3467,0.92,0
D20,Coalición Regionalista Verde,0,0,0.0,0
D20,Unión Patriótica,0,0,0.0,0
D20,La Fuerza de la Mayoría,9,69097,18.3,2
D20,Convergencia Democrática,9,55902,14.81,1
D20,Chile Vamos,9,129804,34.38,4
D20,Candidatura Independiente,1,12702,3.36,0
D20,Válidamente emitidos,0,337232,89.32,0
D20,Nulos,0,20045,5.31,0
D20,Blancos,0,20271,5.37,0
D20,Total,0,377548,100.0,0
D21,Por Todo Chile,2,3706,1.74,0
D21,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D21,Frente Amplio,6,13502,6.32,0
D21,Sumemos,0,0,0.0,0
D21,Coalición Regionalista Verde,0,0,0.0,0
D21,Unión Patriótica,0,0,0.0,0
D21,La Fuerza de la Mayoría,6,72812,34.09,2
D21,Convergencia Democrática,3,25286,11.84,1
D21,Chile Vamos,6,75420,35.31,2
D21,Válidamente emitidos,0,190726,89.29,0
D21,Nulos,0,9739,4.56,0
D21,Blancos,0,13135,6.15,0
D21,Total,0,213600,100.0,0
D22,Por Todo Chile,0,0,0.0,0
D22,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D22,Frente Amplio,2,6580,5.43,0
D22,Sumemos,0,0,0.0,0
D22,Coalición Regionalista Verde,0,0,0.0,0
D22,Unión Patriótica,0,0,0.0,0
D22,La Fuerza de la Mayoría,5,24645,20.35,1
D22,Convergencia Democrática,3,21335,17.61,1
D22,Chile Vamos,5,55709,45.99,2
D22,Válidamente emitidos,0,108269,89.39,0
D22,Nulos,0,4759,3.93,0
D22,Blancos,0,8097,6.68,0
D22,Total,0,121125,100.0,0
D23,Por Todo Chile,5,5615,2.22,0
D23,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D23,Frente Amplio,5,13203,5.23,0
D23,Sumemos,6,9853,3.9,0
D23,Coalición Regionalista Verde,0,0,0.0,0
D23,Unión Patriótica,0,0,0.0,0
D23,La Fuerza de la Mayoría,8,56449,22.36,2
D23,Convergencia Democrática,3,14555,5.77,0
D23,Chile Vamos,8,84283,33.39,4
D23,Candidatura Independiente,1,38578,15.28,1
D23,Candidatura Independiente,1,2090,0.83,0
D23,Válidamente emitidos,0,224626,88.99,0
D23,Nulos,0,9981,3.95,0
D23,Blancos,0,17796,7.05,0
D23,Total,0,252403,100.0,0
D24,Por Todo Chile,3,3640,2.34,0
D24,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D24,Frente Amplio,6,17642,11.36,0
D24,Sumemos,6,3782,2.43,0
D24,Coalición Regionalista Verde,0,0,0.0,0
D24,Unión Patriótica,0,0,0.0,0
D24,La Fuerza de la Mayoría,5,45271,29.14,2
D24,Convergencia Democrática,5,18068,11.63,1
D24,Chile Vamos,6,50975,32.81,2
D24,Válidamente emitidos,0,139378,89.72,0
D24,Nulos,0,6183,3.98,0
D24,Blancos,0,9791,6.3,0
D24,Total,0,155352,100.0,0
D25,Por Todo Chile,4,2666,1.86,0
D25,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D25,Frente Amplio,3,6145,4.28,0
D25,Sumemos,5,5253,3.66,0
D25,Coalición Regionalista Verde,5,2872,2.0,0
D25,Unión Patriótica,0,0,0.0,0
D25,La Fuerza de la Mayoría,5,44586,31.06,2
D25,Convergencia Democrática,4,19700,13.73,0
D25,Chile Vamos,5,46270,32.24,2
D25,Candidatura Independiente,1,2572,1.79,0
D25,Válidamente emitidos,0,130064,90.62,0
D25,Nulos,0,5049,3.52,0
D25,Blancos,0,8412,5.86,0
D25,Total,0,143525,100.0,0
D26,Por Todo Chile,6,9339,5.82,0
D26,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D26,Frente Amplio,6,17598,10.97,1
D26,Sumemos,6,5220,3.25,0
D26,Coalición Regionalista Verde,6,8617,5.37,0
D26,Unión Patriótica,0,0,0.0,0
D26,La Fuerza de la Mayoría,5,29065,18.12,1
D26,Convergencia Democrática,2,17214,10.73,1
D26,Chile Vamos,6,50691,31.6,2
D26,Válidamente emitidos,0,137744,85.87,0
D26,Nulos,0,7964,4.96,0
D26,Blancos,0,14701,9.16,0
D26,Total,0,160409,100.0,0
D27,Por Todo Chile,0,0,0.0,0
D27,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D27,Frente Amplio,0,0,0.0,0
D27,Sumemos,4,1041,2.74,0
D27,Coalición Regionalista Verde,4,771,2.03,0
D27,Unión Patriótica,0,0,0.0,0
D27,La Fuerza de la Mayoría,4,10757,28.28,1
D27,Convergencia Democrática,3,10689,28.1,1
D27,Chile Vamos,4,9920,26.08,1
D27,Candidatura Independiente,1,1867,4.91,0
D27,Válidamente emitidos,0,35045,92.12,0
D27,Nulos,0,979,2.57,0
D27,Blancos,0,2020,5.31,0
D27,Total,0,38044,100.0,0
D28,Por Todo Chile,0,0,0.0,0
D28,Partido de Trabajadores Revolucionarios,0,0,0.0,0
D28,Frente Amplio,4,19926,32.65,1
D28,Sumemos,0,0,0.0,0
D28,Coalición Regionalista Verde,3,1553,2.55,0
D28,Unión Patriótica,0,0,0.0,0
D28,La Fuerza de la Mayoría,4,11791,19.32,1
D28,Convergencia Democrática,3,7309,11.98,0
D28,Chile Vamos,4,16180,26.52,1
D28,Válidamente emitidos,0,56759,93.02,0
D28,Nulos,0,2443,4.0,0
D28,Blancos,0,1819,2.98,0
D28,Total,0,61021,100.0,0
