Circunscripción,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
Maule,Coalición Regionalista Verde,FREVS,0,0,0.0,0
Maule,Coalición Regionalista Verde,DRP,0,0,0.0,0
Maule,Unión Patriótica,UPA,0,0,0.0,0
Maule,La Fuerza de la Mayoría,PC,0,0,0.0,0
Maule,La Fuerza de la Mayoría,PPD,3,32944,4.02,0
Maule,La Fuerza de la Mayoría,PRSD,0,0,0.0,0
Maule,La Fuerza de la Mayoría,PS,3,76984,9.39,1
Maule,Convergencia Democrática,PDC,2,136696,16.68,1
Maule,Chile Vamos,RN,3,171798,20.96,2
Maule,Chile Vamos,UDI,3,136622,16.67,1
Maule,Chile Vamos,EVOPOLI,0,0,0.0,0
Maule,Válidamente emitidos,,0,739468,90.21,0
Maule,Nulos,,0,34300,4.18,0
Maule,Blancos,,0,45986,5.61,0
Maule,Total,,0,819754,100.0,0
Maule,,PR,0,0,0.0,0
Araucanía,Por Todo Chile,PRO,0,0,0.0,0
Araucanía,Por Todo Chile,PAIS,0,0,0.0,0
Araucanía,Frente Amplio,RD,0,0,0.0,0
Araucanía,Frente Amplio,PL,0,0,0.0,0
Araucanía,Frente Amplio,PH,6,28287,7.57,0
Araucanía,Frente Amplio,IGUALDAD,0,0,0.0,0
Araucanía,Frente Amplio,PODER,0,0,0.0,0
Araucanía,Sumemos,TODOS,0,0,0.0,0
Araucanía,Sumemos,CIUDADANOS,0,0,0.0,0
Araucanía,Sumemos,AMPLITUD,4,20054,5.37,0
Araucanía,Coalición Regionalista Verde,FREVS,0,0,0.0,0
Araucanía,Coalición Regionalista Verde,DRP,0,0,0.0,0
Araucanía,Unión Patriótica,UPA,0,0,0.0,0
Araucanía,La Fuerza de la Mayoría,PRSD,0,0,0.0,0
Araucanía,La Fuerza de la Mayoría,PPD,3,43528,11.65,1
Araucanía,La Fuerza de la Mayoría,PC,1,3501,0.94,0
Araucanía,La Fuerza de la Mayoría,PS,1,2962,0.79,0
Araucanía,Convergencia Democrática,PDC,2,76164,20.38,1
Araucanía,Chile Vamos,UDI,2,14257,3.81,0
Araucanía,Chile Vamos,RN,2,59101,15.81,1
Araucanía,Chile Vamos,EVOPOLI,2,67790,18.14,2
Araucanía,Candidatura Independiente,IND,1,22074,5.91,0
Araucanía,Válidamente emitidos,,0,337718,90.37,0
Araucanía,Nulos,,0,14570,3.9,0
Araucanía,Blancos,,0,21435,5.74,0
Araucanía,Total,,0,373723,100.0,0
Araucanía,,PR,0,0,0.0,0
Aysén,Por Todo Chile,PAIS,0,0,0.0,0
Aysén,Por Todo Chile,PRO,0,0,0.0,0
Aysén,Frente Amplio,PH,0,0,0.0,0
Aysén,Frente Amplio,PL,0,0,0.0,0
Aysén,Frente Amplio,IGUALDAD,0,0,0.0,0
Aysén,Frente Amplio,PODER,0,0,0.0,0
Aysén,Frente Amplio,RD,2,1087,2.86,0
Aysén,Sumemos,TODOS,2,416,1.09,0
Aysén,Sumemos,AMPLITUD,0,0,0.0,0
Aysén,Sumemos,CIUDADANOS,0,0,0.0,0
Aysén,Coalición Regionalista Verde,DRP,2,518,1.36,0
Aysén,Coalición Regionalista Verde,FREVS,0,0,0.0,0
Aysén,Unión Patriótica,UPA,0,0,0.0,0
Aysén,La Fuerza de la Mayoría,PC,0,0,0.0,0
Aysén,La Fuerza de la Mayoría,PPD,1,5405,14.21,1
Aysén,La Fuerza de la Mayoría,PRSD,1,3670,9.65,0
Aysén,La Fuerza de la Mayoría,PS,1,2178,5.73,0
Aysén,Convergencia Democrática,PDC,3,10818,28.45,0
Aysén,Chile Vamos,UDI,1,7320,19.25,1
Aysén,Chile Vamos,RN,2,4286,11.27,0
Aysén,Chile Vamos,EVOPOLI,0,0,0.0,0
Aysén,Válidamente emitidos,,0,35698,93.87,0
Aysén,Nulos,,0,948,2.49,0
Aysén,Blancos,,0,1384,3.64,0
Aysén,Total,,0,38030,100.0,0
Aysén,,PR,0,0,0.0,0
