Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D34,Concertación,2,39250,46.04,1
D34,Válidamente emitidos,0,85243,100.0,0
D35,Partido Comunista,1,1519,2.14,0
D35,Partido Humanista,2,1599,2.25,0
D35,Alianza por Chile,2,30108,42.37,1
D35,Partido Liberal,0,0,0.0,0
D35,Concertación,2,37827,53.24,1
D35,Válidamente emitidos,0,71053,100.0,0
D36,Partido Comunista,2,5392,5.01,0
D36,Partido Humanista,1,2937,2.73,0
D36,Alianza por Chile,2,48905,45.46,1
D36,Partido Liberal,0,0,0.0,0
D36,Concertación,2,50343,46.8,1
D36,Válidamente emitidos,0,107577,100.0,0
D37,Partido Comunista,1,2050,2.57,0
D37,Partido Humanista,1,967,1.21,0
D37,Alianza por Chile,2,29409,36.82,1
D37,Partido Liberal,1,732,0.92,0
D37,Concertación,2,42186,52.81,1
D37,Candidatura Independiente,1,4535,5.68,0
D37,Válidamente emitidos,0,79879,100.0,0
D38,Partido Comunista,1,3010,4.48,0
D38,Partido Humanista,0,0,0.0,0
D38,Alianza por Chile,2,27059,40.25,1
D38,Partido Liberal,0,0,0.0,0
D38,Concertación,2,37156,55.27,1
D38,Válidamente emitidos,0,67225,100.0,0
D39,Partido Comunista,1,2188,2.76,0
D39,Partido Humanista,1,2156,2.72,0
D39,Alianza por Chile,2,35385,44.68,1
D39,Partido Liberal,0,0,0.0,0
D39,Concertación,2,39468,49.84,1
D39,Válidamente emitidos,0,79197,100.0,0
D40,Partido Comunista,1,1633,2.31,0
D40,Partido Humanista,0,0,0.0,0
D40,Alianza por Chile,2,35980,50.93,1
D40,Partido Liberal,0,0,0.0,0
D40,Concertación,2,33038,46.76,1
D40,Válidamente emitidos,0,70651,100.0,0
D41,Partido Comunista,1,1919,1.66,0
D41,Partido Humanista,0,0,0.0,0
D41,Alianza por Chile,2,57461,49.75,1
D41,Partido Liberal,0,0,0.0,0
D41,Concertación,2,42602,36.88,1
D41,Candidatura Independiente,1,1894,1.64,0
D41,Candidatura Independiente,1,3266,2.83,0
D41,Candidatura Independiente,1,8368,7.24,0
D41,Válidamente emitidos,0,115510,100.0,0
D42,Partido Comunista,1,2503,2.28,0
D42,Partido Humanista,0,0,0.0,0
D42,Alianza por Chile,1,47839,43.6,1
D42,Partido Liberal,0,0,0.0,0
D42,Concertación,2,59386,54.12,1
D42,Válidamente emitidos,0,109728,100.0,0
D43,Partido Comunista,1,5745,5.63,0
D43,Partido Humanista,0,0,0.0,0
D43,Alianza por Chile,2,43700,42.8,1
D43,Partido Liberal,0,0,0.0,0
D43,Concertación,2,52663,51.58,1
D43,Válidamente emitidos,0,102108,100.0,0
D44,Partido Comunista,2,10089,6.83,0
D44,Partido Humanista,0,0,0.0,0
D44,Alianza por Chile,2,60871,41.23,1
D44,Partido Liberal,1,1049,0.71,0
D44,Concertación,2,75634,51.23,1
D44,Válidamente emitidos,0,147643,100.0,0
D45,Partido Comunista,1,3618,3.36,0
D45,Partido Humanista,0,0,0.0,0
D45,Alianza por Chile,2,33043,30.66,0
D45,Partido Liberal,0,0,0.0,0
D45,Concertación,2,71115,65.98,2
D45,Válidamente emitidos,0,107776,100.0,0
D46,Partido Comunista,1,6435,7.19,0
D46,Partido Humanista,0,0,0.0,0
D46,Alianza por Chile,2,32217,36.02,1
D46,Partido Liberal,2,1694,1.89,0
D46,Concertación,2,49092,54.89,1
D46,Válidamente emitidos,0,89438,100.0,0
D47,Partido Comunista,1,4371,3.35,0
D47,Partido Humanista,0,0,0.0,0
D47,Alianza por Chile,2,60512,46.32,1
D47,Partido Liberal,0,0,0.0,0
D47,Concertación,2,65753,50.33,1
D47,Válidamente emitidos,0,130636,100.0,0
D48,Partido Comunista,0,0,0.0,0
D48,Partido Humanista,0,0,0.0,0
D48,Alianza por Chile,2,35330,54.59,1
D48,Partido Liberal,0,0,0.0,0
D48,Concertación,2,29385,45.41,1
D48,Válidamente emitidos,0,64715,100.0,0
D49,Partido Comunista,1,2026,3.19,0
D49,Partido Humanista,0,0,0.0,0
D49,Alianza por Chile,2,30041,47.33,1
D49,Partido Liberal,0,0,0.0,0
D49,Concertación,2,31401,49.48,1
D49,Válidamente emitidos,0,63468,100.0,0
D50,Partido Comunista,1,4386,4.15,0
D50,Partido Humanista,0,0,0.0,0
D50,Alianza por Chile,2,54057,51.17,1
D50,Partido Liberal,0,0,0.0,0
D50,Concertación,2,47198,44.68,1
D50,Válidamente emitidos,0,105641,100.0,0
D51,Partido Comunista,1,1372,2.21,0
D51,Partido Humanista,0,0,0.0,0
D51,Alianza por Chile,2,27041,43.47,1
D51,Partido Liberal,0,0,0.0,0
D51,Concertación,2,31650,50.88,1
D51,Candidatura Independiente,1,2143,3.45,0
D51,Válidamente emitidos,0,62206,100.0,0
D52,Partido Comunista,1,1245,2.05,0
D52,Partido Humanista,0,0,0.0,0
D52,Alianza por Chile,2,31093,51.13,1
D52,Partido Liberal,0,0,0.0,0
D52,Concertación,2,28475,46.82,1
D52,Válidamente emitidos,0,60813,100.0,0
D53,Partido Comunista,1,3188,4.3,0
D53,Partido Humanista,0,0,0.0,0
D53,Alianza por Chile,2,38730,52.18,1
D53,Partido Liberal,0,0,0.0,0
D53,Concertación,2,32305,43.52,1
D53,Válidamente emitidos,0,74223,100.0,0
D54,Partido Comunista,1,2134,2.79,0
D54,Partido Humanista,0,0,0.0,0
D54,Alianza por Chile,2,36787,48.01,1
D54,Partido Liberal,0,0,0.0,0
D54,Concertación,2,37696,49.2,1
D54,Válidamente emitidos,0,76617,100.0,0
D55,Partido Comunista,1,3091,4.15,0
D55,Partido Humanista,0,0,0.0,0
D55,Alianza por Chile,2,35830,48.15,1
D55,Partido Liberal,0,0,0.0,0
D55,Concertación,2,31165,41.88,1
D55,Candidatura Independiente,1,4324,5.81,0
D55,Válidamente emitidos,0,74410,100.0,0
D56,Partido Comunista,2,1644,2.4,0
D56,Partido Humanista,0,0,0.0,0
D56,Alianza por Chile,2,30664,44.74,1
D56,Partido Liberal,0,0,0.0,0
D56,Concertación,2,36237,52.87,1
D56,Válidamente emitidos,0,68545,100.0,0
D57,Partido Comunista,2,3424,4.56,0
D57,Partido Humanista,0,0,0.0,0
D57,Alianza por Chile,2,36598,48.71,1
D57,Partido Liberal,0,0,0.0,0
D57,Concertación,2,35110,46.73,1
D57,Válidamente emitidos,0,75132,100.0,0
D58,Partido Comunista,1,4210,6.5,0
D58,Partido Humanista,0,0,0.0,0
D58,Alianza por Chile,2,32574,50.32,1
D58,Partido Liberal,0,0,0.0,0
D58,Concertación,2,27944,43.17,1
D58,Válidamente emitidos,0,64728,100.0,0
D59,Partido Comunista,1,4282,11.57,0
D59,Partido Humanista,0,0,0.0,0
D59,Alianza por Chile,2,17929,48.43,1
D59,Partido Liberal,0,0,0.0,0
D59,Concertación,2,14811,40.01,1
D59,Válidamente emitidos,0,37022,100.0,0
D60,Partido Comunista,0,0,0.0,0
D60,Partido Humanista,0,0,0.0,0
D60,Alianza por Chile,2,27184,43.52,1
D60,Partido Liberal,0,0,0.0,0
D60,Concertación,2,33216,53.18,1
D60,Candidatura Independiente,1,1289,2.06,0
D60,Candidatura Independiente,1,769,1.23,0
D60,Válidamente emitidos,0,62458,100.0,0
