Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
19,Blancos/Nulos,,0,0.0,0.0
19,Total,,0,100.0,12290.0
20,Vanguardia Popular Socialista,VPS,0,3.39,474.0
20,Falange Nacional,FN,0,0.0,0.0
20,Alianza Popular Libertadora,APL,0,0.0,0.0
20,Partido Conservador,PCon,1,11.27,1575.0
20,Partido Liberal,PL,1,25.84,3612.0
20,Partido Democrático,PD,1,7.2,1007.0
20,Partido Agrario,PA,0,0.0,0.0
20,Frente Popular,PDo,0,5.91,826.0
20,Frente Popular,PPN,0,4.8,671.0
20,Frente Popular,PR,3,28.66,4006.0
20,Frente Popular,PRS,0,0.0,0.0
20,Frente Popular,PST,0,0.0,0.0
20,Partido Socialista,PS,0,12.08,1689.0
20,Partido Laborista,PLa,0,0.0,0.0
20,Partido Laborista Proletario,PLPr,0,0.0,0.0
20,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
20,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
20,Candidatura Independiente,IND,0,0.0,0.0
20,Válidamente emitidos,,0,99.14,13860.0
20,Blancos/Nulos,,0,0.86,120.0
20,Total,,0,100.0,13980.0
21,Vanguardia Popular Socialista,VPS,1,3.21,820.0
21,Falange Nacional,FN,0,2.84,726.0
21,Alianza Popular Libertadora,APL,0,0.0,0.0
21,Partido Conservador,PCon,1,9.66,2471.0
21,Partido Liberal,PL,1,14.4,3683.0
21,Partido Democrático,PD,0,5.21,1333.0
21,Partido Agrario,PA,2,14.93,3817.0
21,Frente Popular,PDo,1,6.4,1637.0
21,Frente Popular,PST,0,0.21,54.0
21,Frente Popular,PRS,0,0.05,13.0
21,Frente Popular,PR,3,24.69,6313.0
21,Frente Popular,PPN,0,4.22,1078.0
21,Partido Socialista,PS,1,14.16,3620.0
21,Partido Laborista,PLa,0,0.0,0.0
21,Partido Laborista Proletario,PLPr,0,0.0,0.0
21,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
21,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
21,Candidatura Independiente,IND,0,0.0,0.0
21,Válidamente emitidos,,0,99.98,25565.0
21,Blancos/Nulos,,0,0.02,6.0
21,Total,,0,100.0,25571.0
22,Vanguardia Popular Socialista,VPS,0,4.72,745.0
22,Falange Nacional,FN,0,0.0,0.0
22,Alianza Popular Libertadora,APL,1,3.09,488.0
22,Partido Conservador,PCon,0,3.28,517.0
22,Partido Liberal,PL,1,13.54,2136.0
22,Partido Democrático,PD,0,0.0,0.0
22,Partido Agrario,PA,0,0.0,0.0
22,Frente Popular,PST,0,1.98,313.0
22,Frente Popular,PRS,0,0.0,0.0
22,Frente Popular,PR,2,22.07,3481.0
22,Frente Popular,PPN,0,8.66,1365.0
22,Frente Popular,PDo,0,6.22,981.0
22,Partido Socialista,PS,1,26.07,4111.0
22,Partido Laborista,PLa,0,0.0,0.0
22,Partido Laborista Proletario,PLPr,0,0.0,0.0
22,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
22,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
22,Candidatura Independiente,IND,0,0.0,0.0
22,Válidamente emitidos,,0,89.64,14137.0
22,Blancos/Nulos,,0,10.36,1633.0
22,Total,,0,100.0,15770.0
23,Vanguardia Popular Socialista,VPS,0,3.73,325.0
23,Falange Nacional,FN,0,0.0,0.0
23,Alianza Popular Libertadora,APL,0,9.18,799.0
23,Partido Conservador,PCon,0,10.94,952.0
23,Partido Liberal,PL,1,10.89,948.0
23,Partido Democrático,PD,0,0.0,0.0
23,Partido Agrario,PA,0,0.0,0.0
23,Frente Popular,PDo,0,1.95,170.0
23,Frente Popular,PPN,0,2.14,186.0
23,Frente Popular,PR,2,16.95,1475.0
23,Frente Popular,PRS,0,0.0,0.0
23,Frente Popular,PST,0,0.86,75.0
23,Partido Socialista,PS,0,42.2,3672.0
23,Partido Laborista,PLa,0,0.0,0.0
23,Partido Laborista Proletario,PLPr,0,0.0,0.0
23,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
23,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
23,Candidatura Independiente,IND,0,0.0,0.0
23,Válidamente emitidos,,0,98.85,8602.0
23,Blancos/Nulos,,0,1.15,100.0
23,Total,,0,100.0,8702.0
24,Vanguardia Popular Socialista,VPS,0,0.0,0.0
24,Falange Nacional,FN,0,0.0,0.0
24,Alianza Popular Libertadora,APL,0,0.0,0.0
24,Partido Conservador,PCon,1,30.31,3047.0
24,Partido Liberal,PL,0,10.99,1105.0
24,Partido Democrático,PD,0,0.0,0.0
24,Partido Agrario,PA,0,0.0,0.0
24,Frente Popular,PST,0,0.0,0.0
24,Frente Popular,PRS,0,0.0,0.0
24,Frente Popular,PR,2,34.71,3489.0
24,Frente Popular,PPN,0,1.88,189.0
24,Frente Popular,PDo,0,1.41,142.0
24,Partido Socialista,PS,0,56.45,5674.0
24,Partido Laborista,PLa,0,0.0,0.0
24,Partido Laborista Proletario,PLPr,0,0.0,0.0
24,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
24,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
24,Candidatura Independiente,IND,0,0.0,0.0
24,Válidamente emitidos,,0,135.75,13646.0
24,Blancos/Nulos,,0,-35.75,-3594.0
24,Total,,0,100.0,10052.0
25,Vanguardia Popular Socialista,VPS,0,0.0,0.0
25,Falange Nacional,FN,0,2.67,159.0
25,Alianza Popular Libertadora,APL,0,0.0,0.0
25,Partido Conservador,PCon,1,25.79,1537.0
25,Partido Liberal,PL,1,17.47,1041.0
25,Partido Democrático,PD,0,0.0,0.0
25,Partido Agrario,PA,0,0.0,0.0
25,Frente Popular,PRS,0,0.0,0.0
25,Frente Popular,PR,1,37.42,2230.0
25,Frente Popular,PPN,0,0.0,0.0
25,Frente Popular,PDo,0,2.48,148.0
25,Frente Popular,PST,0,0.0,0.0
25,Partido Socialista,PS,0,14.18,845.0
25,Partido Laborista,PLa,0,0.0,0.0
25,Partido Laborista Proletario,PLPr,0,0.0,0.0
25,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
25,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
25,Candidatura Independiente,IND,0,0.0,0.0
25,Válidamente emitidos,,0,100.0,5960.0
25,Blancos/Nulos,,0,0.0,0.0
25,Total,,0,100.0,5960.0
26,Vanguardia Popular Socialista,VPS,0,0.0,0.0
26,Falange Nacional,FN,0,0.0,0.0
26,Alianza Popular Libertadora,APL,0,0.0,0.0
26,Partido Conservador,PCon,0,0.0,0.0
26,Partido Liberal,PL,0,0.0,0.0
26,Partido Democrático,PD,0,0.0,0.0
26,Partido Agrario,PA,0,0.0,0.0
26,Frente Popular,PST,0,0.0,0.0
26,Frente Popular,PRS,0,0.0,0.0
26,Frente Popular,PR,0,37.68,2041.0
26,Frente Popular,PDo,0,0.0,0.0
26,Frente Popular,PPN,0,0.0,0.0
26,Partido Socialista,PS,1,42.76,2316.0
26,Partido Laborista,PLa,0,0.0,0.0
26,Partido Laborista Proletario,PLPr,0,0.0,0.0
26,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
26,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
26,Candidatura Independiente,IND,0,0.0,0.0
26,Válidamente emitidos,,0,80.45,4357.0
26,Blancos/Nulos,,0,19.55,1059.0
26,Total,,0,100.0,5416.0
71,Vanguardia Popular Socialista,VPS,1,5.22,5906.0
71,Falange Nacional,FN,1,3.95,4475.0
71,Alianza Popular Libertadora,APL,0,0.23,260.0
71,Partido Conservador,PCon,3,20.34,23020.0
71,Partido Liberal,PL,2,9.89,11196.0
71,Partido Democrático,PD,0,0.22,246.0
71,Partido Agrario,PA,0,0.0,0.0
71,Frente Popular,PST,0,3.81,4317.0
71,Frente Popular,PRS,1,3.16,3575.0
71,Frente Popular,PR,4,14.83,16790.0
71,Frente Popular,PDo,2,7.42,8395.0
71,Frente Popular,PPN,1,10.95,12397.0
71,Partido Socialista,PS,3,18.55,20999.0
71,Partido Laborista,PLa,0,0.0,0.0
71,Partido Laborista Proletario,PLPr,0,0.0,0.0
71,Partido Radical Socialista Obrero,PRSO,0,0.0,0.0
71,Partido Regionalista de Magallanes,PRM,0,0.0,0.0
71,Candidatura Independiente,IND,0,0.0,0.0
71,Válidamente emitidos,,0,98.57,111576.0
71,Blancos/Nulos,,0,1.43,1620.0
71,Total,,0,100.0,113196.0
72,Vanguardia Popular Socialista,VPS,0,5.22,5906.0
72,Falange Nacional,FN,0,3.95,4475.0
72,Alianza Popular Libertadora,APL,0,0.23,260.0
72,Partido Conservador,PCon,2,20.34,23020.0
72,Partido Liberal,PL,0,9.89,11196.0
72,Partido Democrático,PD,0,0.22,246.0
72,Partido Agrario,PA,0,0.0,0.0
72,Frente Popular,PST,0,3.81,4317.0
72,Frente Popular,PR,1,14.83,16790.0
72,Frente Popular,PPN,0,10.95,12397.0
72,Frente Popular,PDo,1,7.42,8395.0
72,Frente Popular,PRS,0,3.16,3575.0
72,Partido Socialista,PS,1,18.55,20999.0
72,Partido Laborista,PLa,0,0.0,0.0
72,Partido Laborista Proletario,PLPr,0,0.0,0.0
